"AOI","Light","Temp","Time","Cell","Species","final","initial","post"
"19","H","44","30","D4","Euc","0.751","0.841","0.523"
"19","L","42","15","D4","Euc","0.802","0.817",NA
"19","H","42","30","D4","Euc","0.639","0.836","0.278"
"19","H","40","60","D4","Euc","0.691","0.841","0"
"19","H","48","15","D4","Euc","0.303","0.851","0.111"
"19","L","30","60","D4","Euc","0.816","0.816","0.775"
"19","L","30","30","D4","Euc","0.843","0.797","0.784"
"19","H","58","5","D4","Euc","0","0.813","0"
"19","H","44","5","D4","Euc","0.782","0.866","0.646"
"19","M","42","30","D4","Euc","0.784","0.843","0.525"
"19","H","44","15","D4","Euc","0.759","0.819","0.598"
"19","H","42","15","D4","Euc","0.812","0.812","0.5"
"19","H","30","60","D4","Euc","0.827","0.811","0.72"
"19","L","52","60","D4","Euc","0.127","0.868","0"
"19","M","40","60","D4","Euc","0.795","0.861","0.668"
"19","L","44","60","D4","Euc","0.636","0.815","0.534"
"19","M","30","15","D4","Euc","0.846","0.802","0.821"
"19","L","54","5","D4","Euc","0.509","0.83","0.341"
"19","H","48","30","D4","Euc","0","0.871","0.11"
"19","H","48","5","D4","Euc","0.356","0.861","0.371"
"2","N","44","15","A2","Euc","0.837","0.819","0.734"
"2","N","52","5","A2","Euc","0.622","0.861","0.629"
"2","N","48","5","A2","Euc","0.774","0.814","0.703"
"2","M","52","5","A2","Euc","0.351","0.825","0.11"
"2","L","58","5","A2","Euc","0","0.833","0"
"2","N","52","15","A2","Euc","0.179","0.853","0.474"
"2","M","30","60","A2","Euc","0.835","0.824","0.786"
"2","M","30","30","A2","Euc","0.853","0.838","0.84"
"2","N","44","30","A2","Euc","0.831","0.842","0.755"
"2","M","54","15","A2","Euc","0.073","0.842","0"
"2","M","58","5","A2","Euc","0","0.823","0"
"2","M","48","15","A2","Euc","0.41","0.848","0.25"
"2","N","44","5","A2","Euc","0.848","0.841","0.819"
"2","N","52","30","A2","Euc","0.216","0.875","0.263"
"2","N","48","60","A2","Euc","0.455","0.83","0.187"
"2","L","52","15","A2","Euc","0.325","0.855","0.064"
"2","L","54","15","A2","Euc","0.313","0.821","0.201"
"2","L","52","5","A2","Euc","0.489","0.822","0.295"
"2","N","52","60","A2","Euc","0.253","0.856","0.172"
"2","M","54","5","A2","Euc","0.321","0.834","0.426"
"2","M","52","60","A2","Euc","0.104","0.843","0"
"2","N","48","15","A2","Euc","0.739","0.845","0.709"
"2","N","44","60","A2","Euc","0.784","0.83","0.697"
"2","N","30","15","A2","Euc","0.82","0.84","0.85"
"2","M","30","5","A2","Euc","0.817","0.846","0.83"
"2","M","30","15","A2","Euc","0.85","0.815","0.839"
"2","L","52","60","A2","Euc","0.172","0.867","0"
"2","M","48","30","A2","Euc","0.284","0.834","0"
"2","M","52","15","A2","Euc","0.089","0.82","0.113"
"2","M","40","60","A2","Euc","0.814","0.864","0.644"
"2","N","48","30","A2","Euc","0.603","0.813","0.505"
"2","L","52","30","A2","Euc","0.083","0.855","0.132"
"2","M","52","30","A2","Euc","0.099","0.825","0"
"2","N","54","15","A2","Euc","0.269","0.83","0.445"
"2","L","54","5","A2","Euc","0.485","0.834","0.335"
"2","N","30","30","A2","Euc","0.811","0.855","0.819"
"2","M","48","5","A2","Euc","0.568","0.819","0.346"
"2","H","30","15","A2","Euc","0.808","0.811","0.807"
"2","L","42","30","A2","Euc","0.835","0.862","0.701"
"2","L","40","60","A2","Euc","0.814","0.845","0.53"
"2","L","30","5","A2","Euc","0.821","0.838","0.804"
"2","M","44","15","A2","Euc","0.702","0.846","0.558"
"2","M","42","15","A2","Euc","0.82","0.87","0.706"
"2","H","54","5","A2","Euc","0.424","0.836","0.357"
"2","H","52","60","A2","Euc","0.134","0.849","0"
"2","L","44","15","A2","Euc","0.669","0.812","0.56"
"2","N","42","15","A2","Euc","0.827","0.838","0.795"
"2","N","30","60","A2","Euc","0.831","0.833","0.806"
"2","H","48","30","A2","Euc","0.072","0.877","0.109"
"2","H","44","60","A2","Euc","0.525","0.872","0.357"
"2","H","44","30","A2","Euc","0.65","0.835","0"
"2","H","42","30","A2","Euc","0.706","0.842","0.35"
"2","L","42","15","A2","Euc","0.825","0.829",NA
"2","H","54","15","A2","Euc","0","0.823","0"
"2","L","48","15","A2","Euc","0.423","0.87","0.38"
"2","N","54","5","A2","Euc","0.543","0.816","0.456"
"2","H","48","15","A2","Euc","0.465","0.86","0.337"
"2","H","44","5","A2","Euc","0.737","0.874","0.546"
"2","L","30","60","A2","Euc","0.793","0.813","0.746"
"2","H","58","5","A2","Euc","0","0.819","0.13"
"2","H","30","30","A2","Euc","0.756","0.828","0.778"
"2","N","42","30","A2","Euc","0.828","0.879","0.828"
"2","N","40","60","A2","Euc","0.811","0.82","0.805"
"2","N","30","5","A2","Euc","0.853","0.867","0.812"
"2","H","48","5","A2","Euc","0.488","0.865","0.415"
"2","L","44","30","A2","Euc","0.799","0.834","0.593"
"2","H","44","15","A2","Euc","0.66","0.813","0.438"
"2","M","48","60","A2","Euc","0.078","0.808","0"
"2","M","44","30","A2","Euc","0.816","0.846","0.686"
"2","M","42","30","A2","Euc","0.787","0.827","0.581"
"2","L","48","30","A2","Euc","0.434","0.871","0.161"
"2","N","58","5","A2","Euc","0","0.811","0"
"2","H","48","60","A2","Euc","0.121","0.829","0"
"2","L","30","15","A2","Euc","0.833","0.803","0.799"
"2","H","30","5","A2","Euc","0.851","0.814","0.78"
"2","M","44","5","A2","Euc","0.748","0.865","0.623"
"2","L","44","5","A2","Euc","0.865","0.832","0.66"
"2","H","52","30","A2","Euc","0.191","0.829","0"
"2","H","52","15","A2","Euc","0.098","0.83","0.061"
"2","L","44","60","A2","Euc","0.653","0.826","0.39"
"2","L","48","5","A2","Euc","0.667","0.871","0.638"
"2","L","30","30","A2","Euc","0.839","0.822","0.815"
"2","H","30","60","A2","Euc","0.783","0.809","0.647"
"2","M","44","60","A2","Euc","0.703","0.879","0.526"
"2","H","40","60","A2","Euc","0.751","0.847","0"
"2","H","42","15","A2","Euc","0.807","0.812","0.461"
"2","H","52","5","A2","Euc","0.138","0.848","0.365"
"2","L","48","60","A2","Euc","0.231","0.846","0"
"20","M","30","30","D5","Bean","0.84","0.841","0.843"
"20","L","42","15","D5","Bean","0.638","0.78",NA
"20","M","30","5","D5","Bean","0.799","0.802","0.828"
"20","H","44","5","D5","Bean","0.508","0.835","0.505"
"20","L","40","60","D5","Bean","0.55","0.809","0.374"
"20","H","44","30","D5","Bean","0.336","0.819","0.319"
"20","L","42","30","D5","Bean","0.498","0.829","0.297"
"20","H","30","30","D5","Bean","0.807","0.799","0.773"
"20","H","30","5","D5","Bean","0.825","0.779","0.764"
"20","H","30","15","D5","Bean","0.798","0.775","0.78"
"20","M","30","60","D5","Bean","0.817","0.802","0.777"
"20","N","52","5","D5","Bean","0.591","0.814","0.662"
"20","H","44","60","D5","Bean","0.259","0.866","0.2"
"20","L","30","15","D5","Bean","0.841","0.803","0.794"
"20","M","44","15","D5","Bean","0.184","0.832","0.284"
"20","H","52","30","D5","Bean","0.153","0.823","0"
"20","H","48","60","D5","Bean","0","0.781","0"
"20","N","30","60","D5","Bean","0.838","0.816","0.79"
"20","M","48","5","D5","Bean","0.36","0.811","0.351"
"20","L","44","15","D5","Bean","0.231","0.794","0.321"
"20","M","58","5","D5","Bean","0","0.789","0"
"20","M","54","15","D5","Bean","0","0.806","0"
"20","L","48","15","D5","Bean","0.287","0.878","0.266"
"20","H","40","60","D5","Bean","0.375","0.81","0.433"
"20","H","54","5","D5","Bean","0","0.82","0.184"
"20","N","44","5","D5","Bean","0.724","0.794","0.627"
"20","N","52","60","D5","Bean","0","0.832","0.228"
"20","N","52","30","D5","Bean","0","0.84","0.032"
"20","L","52","5","D5","Bean","0.37","0.817","0.491"
"20","H","52","5","D5","Bean","0","0.811","0.272"
"20","H","52","15","D5","Bean","0","0.811","0.068"
"20","N","40","60","D5","Bean","0.707","0.781","0.698"
"20","N","30","15","D5","Bean","0.787","0.814","0.835"
"20","M","54","5","D5","Bean","0","0.802","0.186"
"20","H","42","15","D5","Bean","0.669","0.782","0.415"
"20","H","58","5","D5","Bean","0","0.792","0"
"20","N","44","60","D5","Bean","0.463","0.789","0.222"
"20","N","52","15","D5","Bean","0","0.83","0.462"
"20","M","44","30","D5","Bean","0.318","0.814","0.104"
"20","L","30","30","D5","Bean","0.835","0.796","0.785"
"20","H","48","15","D5","Bean","0","0.828","0.134"
"20","M","40","60","D5","Bean","0.287","0.808","0.329"
"20","H","30","60","D5","Bean","0.828","0.819","0.707"
"20","M","48","60","D5","Bean","0","0.785","0"
"20","L","48","30","D5","Bean","0","0.85","0.118"
"20","L","44","30","D5","Bean","0.426","0.819","0.337"
"20","L","52","60","D5","Bean","0","0.838","0"
"20","N","54","15","D5","Bean","0","0.806","0.106"
"20","L","30","5","D5","Bean","0.769","0.783","0.734"
"20","N","48","15","D5","Bean","0.504","0.831","0.481"
"20","H","52","60","D5","Bean","0","0.826","0"
"20","N","42","15","D5","Bean","0.74","0.816","0.649"
"20","H","48","30","D5","Bean","0","0.861","0"
"20","N","30","30","D5","Bean","0.784","0.829","0.782"
"20","H","42","30","D5","Bean","0.342","0.798","0.232"
"20","M","52","15","D5","Bean","0","0.786","0"
"20","M","44","5","D5","Bean","0.685","0.835","0.56"
"20","M","42","15","D5","Bean","0.445","0.852","0.395"
"20","L","54","15","D5","Bean","0","0.796","0"
"20","L","48","5","D5","Bean","0.398","0.834","0.609"
"20","L","44","5","D5","Bean","0.761","0.8","0.503"
"20","M","48","15","D5","Bean","0.316","0.824","0.265"
"20","N","48","5","D5","Bean","0.482","0.797","0.48"
"20","N","44","15","D5","Bean","0.665","0.776","0.519"
"20","L","58","5","D5","Bean","0","0.803","0"
"20","L","52","15","D5","Bean","0","0.816","0.172"
"20","M","52","5","D5","Bean","0.311","0.81","0.439"
"20","N","54","5","D5","Bean","0","0.806","0.558"
"20","L","30","60","D5","Bean","0.793","0.791","0.759"
"20","N","48","60","D5","Bean","0","0.803",NA
"20","N","48","30","D5","Bean","0.52","0.786","0.496"
"20","H","54","15","D5","Bean","0","0.803","0"
"20","N","44","30","D5","Bean","0.5","0.837","0.439"
"20","N","42","30","D5","Bean","0.656","0.862","0.667"
"20","H","48","5","D5","Bean","0.253","0.843","0.357"
"20","N","30","5","D5","Bean","0.834","0.845","0.783"
"20","H","44","15","D5","Bean","0.356","0.789","0.328"
"20","M","52","60","D5","Bean","0","0.811","0"
"20","M","52","30","D5","Bean","0","0.809","0"
"20","M","48","30","D5","Bean","0","0.804","0"
"20","M","44","60","D5","Bean","0.074","0.849",NA
"20","M","42","30","D5","Bean","0.359","0.821","0.292"
"20","M","30","15","D5","Bean","0.829","0.776","0.813"
"20","L","54","5","D5","Bean","0","0.813","0.417"
"20","L","52","30","D5","Bean","0","0.807","0"
"20","L","48","60","D5","Bean","0","0.853","0"
"20","L","44","60","D5","Bean","0","0.793","0.066"
"20","N","58","5","D5","Bean","0","0.795","0.094"
"3","N","44","15","A3","Lomandra","0.761","0.689","0.638"
"3","N","52","5","A3","Lomandra","0.75","0.802","0.717"
"3","N","48","5","A3","Lomandra","0.79","0.747","0.684"
"3","M","30","30","A3","Lomandra","0.825","0.795","0.783"
"3","M","58","5","A3","Lomandra","0.103","0.807","0.129"
"3","H","52","60","A3","Lomandra","0.197","0.807","0.144"
"3","M","52","5","A3","Lomandra","0.631","0.804","0.523"
"3","M","30","5","A3","Lomandra","0.731","0.732","0.707"
"3","L","58","5","A3","Lomandra","0.046","0.815","0.196"
"3","M","30","60","A3","Lomandra","0.778","0.736","0.625"
"3","N","44","30","A3","Lomandra","0.819","0.822","0.767"
"3","N","52","60","A3","Lomandra","0.532","0.818","0.641"
"3","M","48","15","A3","Lomandra","0.745","0.815","0.536"
"3","H","54","15","A3","Lomandra","0.137","0.775","0.077"
"3","N","44","5","A3","Lomandra","0.807","0.807","0.787"
"3","N","30","15","A3","Lomandra","0.812","0.822","0.837"
"3","N","48","60","A3","Lomandra","0.774","0.815","0.612"
"3","M","42","15","A3","Lomandra","0.784","0.829","0.706"
"3","L","52","15","A3","Lomandra","0.634","0.79","0.482"
"3","N","30","30","A3","Lomandra","0.779","0.814","0.773"
"3","M","40","60","A3","Lomandra","0.722","0.812","0.591"
"3","M","52","60","A3","Lomandra","0.206","0.797","0"
"3","N","44","60","A3","Lomandra","0.825","0.805","0.703"
"3","M","48","30","A3","Lomandra","0.725","0.804","0.36"
"3","M","30","15","A3","Lomandra","0.826","0.77","0.796"
"3","N","30","5","A3","Lomandra","0.822","0.814","0.769"
"3","L","52","30","A3","Lomandra","0.306","0.805","0.258"
"3","N","52","15","A3","Lomandra","0.51","0.83","0.656"
"3","H","54","5","A3","Lomandra","0.401","0.805","0.251"
"3","M","42","30","A3","Lomandra","0.736","0.734","0.505"
"3","M","54","15","A3","Lomandra","0.111","0.79","0.128"
"3","N","48","15","A3","Lomandra","0.815","0.82","0.762"
"3","M","48","5","A3","Lomandra","0.755","0.798","0.608"
"3","H","30","15","A3","Lomandra","0.794","0.778","0.761"
"3","M","44","5","A3","Lomandra","0.738","0.797","0.602"
"3","N","30","60","A3","Lomandra","0.816","0.813","0.791"
"3","L","30","15","A3","Lomandra","0.835","0.8","0.776"
"3","N","42","15","A3","Lomandra","0.831","0.825","0.792"
"3","L","52","5","A3","Lomandra","0.653","0.714","0.444"
"3","H","48","30","A3","Lomandra","0.337","0.851","0.43"
"3","L","48","5","A3","Lomandra","0.814","0.838","0.77"
"3","M","44","15","A3","Lomandra","0.724","0.798","0.648"
"3","N","54","15","A3","Lomandra","0.633","0.801","0.578"
"3","H","58","5","A3","Lomandra","0.099","0.808","0.166"
"3","N","54","5","A3","Lomandra","0.619","0.802","0.477"
"3","N","52","30","A3","Lomandra","0.716","0.822","0.555"
"3","H","30","30","A3","Lomandra","0.749","0.758","0.703"
"3","L","48","15","A3","Lomandra","0.797","0.846","0.672"
"3","M","52","15","A3","Lomandra","0.583","0.791","0.533"
"3","H","48","5","A3","Lomandra","0.765","0.833","0.605"
"3","M","54","5","A3","Lomandra","0.454","0.783","0.291"
"3","N","48","30","A3","Lomandra","0.838","0.792","0.595"
"3","L","30","30","A3","Lomandra","0.82","0.772","0.753"
"3","N","42","30","A3","Lomandra","0.785","0.846","0.803"
"3","N","40","60","A3","Lomandra","0.786","0.792","0.798"
"3","M","52","30","A3","Lomandra","0.331","0.754","0.17"
"3","M","48","60","A3","Lomandra","0.707","0.766","0.333"
"3","N","58","5","A3","Lomandra","0.263","0.782","0.588"
"3","M","44","60","A3","Lomandra","0.676","0.849","0.495"
"3","M","44","30","A3","Lomandra","0.826","0.782","0.729"
"3","L","52","60","A3","Lomandra","0.312","0.832","0.129"
"3","H","48","60","A3","Lomandra","0.444","0.786","0"
"3","L","48","60","A3","Lomandra","0.618","0.829","0.452"
"3","L","48","30","A3","Lomandra","0.762","0.784","0.528"
"3","L","30","5","A3","Lomandra","0.803","0.818","0.772"
"3","L","54","15","A3","Lomandra","0.532","0.799","0.409"
"3","H","40","60","A3","Lomandra","0.715","0.809","0.546"
"3","L","44","30","A3","Lomandra","0.841","0.815","0.727"
"3","H","42","30","A3","Lomandra","0.772","0.782","0.604"
"3","L","30","60","A3","Lomandra","0.79","0.799","0.721"
"3","L","54","5","A3","Lomandra","0.706","0.806","0.509"
"3","H","30","5","A3","Lomandra","0.824","0.78","0.752"
"3","L","40","60","A3","Lomandra","0.813","0.828","0.61"
"3","H","52","15","A3","Lomandra","0.236","0.761","0.27"
"3","L","42","30","A3","Lomandra","0.805","0.828","0.724"
"3","L","42","15","A3","Lomandra","0.778","0.782",NA
"3","H","44","15","A3","Lomandra","0.767","0.789","0.694"
"3","H","42","15","A3","Lomandra","0.788","0.783","0.565"
"3","L","44","5","A3","Lomandra","0.842","0.802","0.723"
"3","L","44","15","A3","Lomandra","0.744","0.796","0.71"
"3","H","44","30","A3","Lomandra","0.76","0.797","0.619"
"3","H","44","60","A3","Lomandra","0.779","0.847","0.541"
"3","H","44","5","A3","Lomandra","0.718","0.838","0.654"
"3","H","30","60","A3","Lomandra","0.749","0.801","0.611"
"3","H","48","15","A3","Lomandra","0.663","0.831","0.564"
"3","L","44","60","A3","Lomandra","0.764","0.797","0.645"
"3","H","52","30","A3","Lomandra","0.344","0.779","0.208"
"3","H","52","5","A3","Lomandra","0.471","0.773","0.366"
"4","M","30","30","A4","Lomandra","0.813","0.781","0.785"
"4","M","30","5","A4","Lomandra","0.788","0.799","0.796"
"4","L","52","30","A4","Lomandra","0.264","0.838","0.182"
"4","N","44","30","A4","Lomandra","0.809","0.809","0.746"
"4","N","44","5","A4","Lomandra","0.775","0.765","0.732"
"4","M","30","60","A4","Lomandra","0.777","0.775","0.638"
"4","N","30","30","A4","Lomandra","0.78","0.821","0.772"
"4","H","52","60","A4","Lomandra","0.197","0.826","0.132"
"4","N","48","15","A4","Lomandra","0.78","0.781","0.636"
"4","L","52","5","A4","Lomandra","0.538","0.812","0.439"
"4","N","44","15","A4","Lomandra","0.84","0.792","0.763"
"4","N","48","60","A4","Lomandra","0.784","0.798","0.611"
"4","N","44","60","A4","Lomandra","0.843","0.805","0.768"
"4","L","52","15","A4","Lomandra","0.634","0.822","0.494"
"4","N","48","30","A4","Lomandra","0.83","0.794","0.65"
"4","N","30","5","A4","Lomandra","0.845","0.848","0.799"
"4","N","48","5","A4","Lomandra","0.809","0.783","0.762"
"4","M","52","60","A4","Lomandra","0.203","0.801","0.047"
"4","L","52","60","A4","Lomandra","0.314","0.859","0.096"
"4","L","58","5","A4","Lomandra","0.08","0.8","0.303"
"4","N","52","15","A4","Lomandra","0.593","0.83","0.688"
"4","M","40","60","A4","Lomandra","0.778","0.807","0.659"
"4","M","30","15","A4","Lomandra","0.828","0.745","0.786"
"4","H","54","15","A4","Lomandra","0.236","0.806","0.154"
"4","M","52","5","A4","Lomandra","0.48","0.812","0.388"
"4","M","54","15","A4","Lomandra","0.145","0.817","0.086"
"4","H","54","5","A4","Lomandra","0.361","0.808","0.289"
"4","H","30","15","A4","Lomandra","0.712","0.722","0.703"
"4","N","52","5","A4","Lomandra","0.772","0.829","0.695"
"4","H","48","60","A4","Lomandra","0.395","0.775","0.243"
"4","H","48","30","A4","Lomandra","0.672","0.833","0.483"
"4","M","58","5","A4","Lomandra","0.059","0.788","0.166"
"4","M","44","5","A4","Lomandra","0.763","0.836","0.688"
"4","N","30","60","A4","Lomandra","0.821","0.819","0.78"
"4","L","54","15","A4","Lomandra","0.421","0.803","0.24"
"4","M","42","15","A4","Lomandra","0.775","0.838","0.707"
"4","N","52","60","A4","Lomandra","0.561","0.779","0.572"
"4","M","44","15","A4","Lomandra","0.731","0.804","0.696"
"4","H","58","5","A4","Lomandra","0.101","0.81","0.152"
"4","H","30","30","A4","Lomandra","0.773","0.793","0.728"
"4","M","48","5","A4","Lomandra","0.751","0.776","0.563"
"4","M","48","15","A4","Lomandra","0.749","0.82","0.55"
"4","H","48","5","A4","Lomandra","0.737","0.83","0.634"
"4","N","30","15","A4","Lomandra","0.79","0.807","0.832"
"4","N","52","30","A4","Lomandra","0.599","0.83","0.609"
"4","L","48","5","A4","Lomandra","0.813","0.84","0.749"
"4","M","52","15","A4","Lomandra","0.484","0.747","0.385"
"4","N","40","60","A4","Lomandra","0.768","0.771","0.777"
"4","H","52","15","A4","Lomandra","0.348","0.772","0.324"
"4","M","54","5","A4","Lomandra","0.447","0.78","0.286"
"4","M","48","60","A4","Lomandra","0.617","0.786","0.317"
"4","M","44","30","A4","Lomandra","0.828","0.802","0.699"
"4","M","42","30","A4","Lomandra","0.769","0.8","0.629"
"4","M","52","30","A4","Lomandra","0.347","0.783","0.189"
"4","M","48","30","A4","Lomandra","0.75","0.797","0.44"
"4","M","44","60","A4","Lomandra","0.696","0.848","0.56"
"4","L","30","15","A4","Lomandra","0.844","0.8","0.78"
"4","L","54","5","A4","Lomandra","0.636","0.795","0.458"
"4","H","52","30","A4","Lomandra","0.412","0.803","0.288"
"4","N","54","15","A4","Lomandra","0.557","0.807","0.583"
"4","L","48","60","A4","Lomandra","0.707","0.831","0.44"
"4","H","30","5","A4","Lomandra","0.824","0.782","0.76"
"4","N","42","15","A4","Lomandra","0.821","0.818","0.777"
"4","L","30","5","A4","Lomandra","0.743","0.745","0.69"
"4","L","40","60","A4","Lomandra","0.82","0.828","0.645"
"4","H","40","60","A4","Lomandra","0.722","0.8","0.56"
"4","L","44","30","A4","Lomandra","0.821","0.787","0.73"
"4","L","42","30","A4","Lomandra","0.814","0.838","0.74"
"4","L","30","30","A4","Lomandra","0.825","0.785","0.753"
"4","L","44","5","A4","Lomandra","0.845","0.79","0.714"
"4","L","44","15","A4","Lomandra","0.769","0.781","0.723"
"4","L","48","15","A4","Lomandra","0.758","0.852","0.641"
"4","H","52","5","A4","Lomandra","0.479","0.788","0.403"
"4","N","54","5","A4","Lomandra","0.693","0.786","0.576"
"4","H","44","60","A4","Lomandra","0.783","0.83","0.571"
"4","L","42","15","A4","Lomandra","0.773","0.784",NA
"4","L","30","60","A4","Lomandra","0.789","0.794","0.704"
"4","H","42","15","A4","Lomandra","0.755","0.735","0.547"
"4","H","30","60","A4","Lomandra","0.756","0.784","0.625"
"4","H","44","30","A4","Lomandra","0.796","0.797","0.656"
"4","N","42","30","A4","Lomandra","0.789","0.845","0.81"
"4","H","48","15","A4","Lomandra","0.768","0.84","0.579"
"4","H","44","5","A4","Lomandra","0.742","0.84","0.691"
"4","L","48","30","A4","Lomandra","0.81","0.838","0.58"
"4","L","44","60","A4","Lomandra","0.78","0.814","0.71"
"4","H","42","30","A4","Lomandra","0.712","0.769","0.519"
"4","N","58","5","A4","Lomandra","0.332","0.79","0.621"
"4","H","44","15","A4","Lomandra","0.73","0.698","0.548"
"5","H","54","5","A5","Euc","0.405","0.854","0.461"
"5","L","52","15","A5","Euc","0.253","0.844","0.063"
"5","M","42","15","A5","Euc","0.807","0.867","0.671"
"5","N","44","5","A5","Euc","0.829","0.839","0.789"
"5","N","44","30","A5","Euc","0.82","0.845","0.755"
"5","H","52","60","A5","Euc","0.098","0.844","0"
"5","N","30","5","A5","Euc","0.865","0.861","0.819"
"5","N","30","30","A5","Euc","0.821","0.856","0.815"
"5","N","44","60","A5","Euc","0.811","0.826","0.695"
"5","N","48","15","A5","Euc","0.72","0.847","0.69"
"5","H","58","5","A5","Euc","0","0.831","0.069"
"5","N","44","15","A5","Euc","0.851","0.797","0.738"
"5","N","48","30","A5","Euc","0.683","0.82","0.537"
"5","M","42","30","A5","Euc","0.811","0.837","0.643"
"5","N","30","60","A5","Euc","0.841","0.842","0.809"
"5","L","52","30","A5","Euc","0.089","0.86","0.125"
"5","H","54","15","A5","Euc","0.13","0.826","0"
"5","N","40","60","A5","Euc","0.804","0.816","0.77"
"5","M","48","15","A5","Euc","0.423","0.859","0.296"
"5","N","52","5","A5","Euc","0.556","0.85","0.597"
"5","N","42","15","A5","Euc","0.85","0.848","0.81"
"5","M","30","60","A5","Euc","0.841","0.833","0.798"
"5","M","30","30","A5","Euc","0.848","0.829","0.832"
"5","N","48","5","A5","Euc","0.765","0.819","0.694"
"5","H","48","30","A5","Euc","0.226","0.872","0.323"
"5","M","58","5","A5","Euc","0","0.814","0"
"5","N","52","15","A5","Euc","0.314","0.858","0.555"
"5","L","30","15","A5","Euc","0.847","0.8","0.788"
"5","L","54","15","A5","Euc","0.275","0.816","0.164"
"5","L","30","5","A5","Euc","0.834","0.831","0.791"
"5","M","44","15","A5","Euc","0.766","0.866","0.68"
"5","L","52","5","A5","Euc","0.522","0.835","0.28"
"5","L","30","30","A5","Euc","0.856","0.824","0.81"
"5","M","54","15","A5","Euc","0.073","0.822","0"
"5","M","48","5","A5","Euc","0.579","0.806","0.397"
"5","H","48","5","A5","Euc","0.669","0.871","0.594"
"5","N","52","60","A5","Euc","0.353","0.854","0.411"
"5","N","52","30","A5","Euc","0.345","0.87","0.093"
"5","M","48","60","A5","Euc","0.126","0.815","0"
"5","M","52","5","A5","Euc","0.408","0.843","0.361"
"5","N","30","15","A5","Euc","0.832","0.842","0.859"
"5","M","54","5","A5","Euc","0.282","0.832","0.102"
"5","N","48","60","A5","Euc","0.576","0.822","0.414"
"5","L","30","60","A5","Euc","0.813","0.837","0.792"
"5","M","52","30","A5","Euc","0.099","0.819","0"
"5","L","52","60","A5","Euc","0.181","0.875","0"
"5","N","42","30","A5","Euc","0.827","0.878","0.824"
"5","M","44","30","A5","Euc","0.77","0.83","0.642"
"5","M","48","30","A5","Euc","0.343","0.834","0.24"
"5","M","40","60","A5","Euc","0.789","0.867","0.567"
"5","M","30","5","A5","Euc","0.833","0.847","0.849"
"5","M","52","60","A5","Euc","0.088","0.835","0"
"5","L","54","5","A5","Euc","0.502","0.83","0.37"
"5","M","52","15","A5","Euc","0.269","0.818","0.429"
"5","H","48","60","A5","Euc","0.162","0.808","0"
"5","N","54","15","A5","Euc","0.272","0.822","0.356"
"5","L","40","60","A5","Euc","0.851","0.838","0.68"
"5","M","44","5","A5","Euc","0.778","0.86","0.667"
"5","L","58","5","A5","Euc","0","0.841","0"
"5","H","52","30","A5","Euc","0.188","0.833","0"
"5","H","30","15","A5","Euc","0.819","0.811","0.799"
"5","L","42","30","A5","Euc","0.843","0.861","0.693"
"5","L","44","15","A5","Euc","0.71","0.815","0.556"
"5","L","48","15","A5","Euc","0.608","0.868","0.516"
"5","H","40","60","A5","Euc","0.794","0.84","0.535"
"5","N","54","5","A5","Euc","0.557","0.833","0.554"
"5","H","44","60","A5","Euc","0.658","0.868","0.45"
"5","H","42","15","A5","Euc","0.825","0.832","0.651"
"5","H","44","30","A5","Euc","0.747","0.848","0.579"
"5","L","48","5","A5","Euc","0.741","0.866","0.618"
"5","H","52","5","A5","Euc","0.34","0.828","0.258"
"5","H","52","15","A5","Euc","0.109","0.82","0"
"5","H","48","15","A5","Euc","0.444","0.874","0.354"
"5","L","42","15","A5","Euc","0.805","0.82",NA
"5","H","30","30","A5","Euc","0.811","0.829","0.798"
"5","M","44","60","A5","Euc","0.427","0.877","0.069"
"5","L","48","30","A5","Euc","0.493","0.869","0.186"
"5","H","44","5","A5","Euc","0.778","0.864","0.635"
"5","M","30","15","A5","Euc","0.86","0.813","0.843"
"5","L","48","60","A5","Euc","0.261","0.853","0.113"
"5","N","58","5","A5","Euc","0.076","0.812","0.359"
"5","L","44","30","A5","Euc","0.801","0.829","0.578"
"5","H","42","30","A5","Euc","0.756","0.815","0"
"5","L","44","60","A5","Euc","0.709","0.822","0.532"
"5","H","30","5","A5","Euc","0.813","0.815","0.787"
"5","H","44","15","A5","Euc","0.777","0.817","0.616"
"5","L","44","5","A5","Euc","0.849","0.815","0.703"
"5","H","30","60","A5","Euc","0.824","0.83","0.735"
"6","N","44","15","B1","Bean","0.66","0.797","0.618"
"6","H","52","60","B1","Bean","0","0.816","0"
"6","N","30","30","B1","Bean","0.801","0.838","0.796"
"6","N","44","5","B1","Bean","0.763","0.804","0.657"
"6","M","42","15","B1","Bean","0.586","0.834","0.516"
"6","N","44","30","B1","Bean","0.515","0.833","0.427"
"6","N","30","5","B1","Bean","0.836","0.846","0.799"
"6","M","42","30","B1","Bean","0.368","0.83","0.188"
"6","N","44","60","B1","Bean","0.518","0.792","0.416"
"6","H","54","15","B1","Bean","0","0.802","0"
"6","N","30","60","B1","Bean","0.815","0.82","0.793"
"6","N","40","60","B1","Bean","0.691","0.796","0.711"
"6","N","48","15","B1","Bean","0.478","0.833","0.504"
"6","N","48","30","B1","Bean","0.563","0.801","0.446"
"6","N","48","5","B1","Bean","0.548","0.802","0.565"
"6","N","48","60","B1","Bean","0","0.815","0.157"
"6","N","42","15","B1","Bean","0.768","0.825","0.729"
