"","AOI","Temp","Time","Cell","Species","Recovery","Day","final","initial","post"
"1180","25","52","5","A1","Bean","Dark",2,"0","0.83","0"
"1181","25","35","5","A1","Bean","Dark",2,"0.819",NA,"0.822"
"1182","25","30","15","A1","Bean","Dark",2,"0.79","0.843","0.785"
"1183","26","35","30","A2","Euc","Dark",2,"0.764","0.837","0.8"
"1184","26","40","60","A2","Euc","Dark",2,"0.766","0.848","0.6"
"1185","26","48","120","A2","Euc","Dark",2,"0","0.831","0"
"1186","26","35","15","A2","Euc","Dark",2,"0.75","0.83","0.788"
"1187","26","48","15","A2","Euc","Dark",2,"0.267","0.825","0.272"
"1188","26","56","15","A2","Euc","Dark",2,"0","0.828","0"
"1189","26","40","15","A2","Euc","Dark",2,"0.787","0.811","0.719"
"1190","26","30","30","A2","Euc","Dark",2,"0.798","0.843","0.792"
"1191","26","30","120","A2","Euc","Dark",2,"0.759","0.837","0.698"
"1192","26","56","5","A2","Euc","Dark",2,"0.205","0.802","0.128"
"1193","26","52","60","A2","Euc","Dark",2,"0","0.837","0"
"1194","26","35","5","A2","Euc","Dark",2,"0.831",NA,"0.825"
"1195","26","52","5","A2","Euc","Dark",2,"0.211","0.828","0"
"1196","26","40","5","A2","Euc","Dark",2,"0.795","0.83","0.802"
"1197","26","30","15","A2","Euc","Dark",2,"0.794","0.862","0.812"
"1198","27","30","120","A3","Poplar","Dark",2,"0.8","0.846","0.782"
"1199","27","30","30","A3","Poplar","Dark",2,"0.818","0.831","0.804"
"1200","27","56","15","A3","Poplar","Dark",2,"0","0.843","0"
"1201","27","40","15","A3","Poplar","Dark",2,"0.801","0.803","0.648"
"1202","27","35","5","A3","Poplar","Dark",2,"0.854",NA,"0.851"
"1203","27","48","120","A3","Poplar","Dark",2,"0","0.847","0"
"1204","27","35","15","A3","Poplar","Dark",2,"0.824","0.846","0.813"
"1205","27","40","60","A3","Poplar","Dark",2,"0.733","0.858","0.313"
"1206","27","35","30","A3","Poplar","Dark",2,"0.821","0.851","0.81"
"1207","27","56","5","A3","Poplar","Dark",2,"0","0.842","0"
"1208","27","48","15","A3","Poplar","Dark",2,"0.205","0.847","0.45"
"1209","27","52","5","A3","Poplar","Dark",2,"0.219","0.835","0"
"1210","27","40","5","A3","Poplar","Dark",2,"0.82","0.84","0.808"
"1211","27","30","15","A3","Poplar","Dark",2,"0.824","0.867","0.817"
"1212","27","52","60","A3","Poplar","Dark",2,"0","0.832","0"
"1213","28","40","15","A4","Poplar","Dark",2,"0.803","0.795","0.743"
"1214","28","35","15","A4","Poplar","Dark",2,"0.826","0.849","0.82"
"1215","28","48","15","A4","Poplar","Dark",2,"0.164","0.852","0.279"
"1216","28","52","5","A4","Poplar","Dark",2,"0.261","0.842","0"
"1217","28","30","120","A4","Poplar","Dark",2,"0.761","0.849","0.699"
"1218","28","30","30","A4","Poplar","Dark",2,"0.812","0.828","0.809"
"1219","28","40","60","A4","Poplar","Dark",2,"0.805","0.88","0.523"
"1220","28","35","30","A4","Poplar","Dark",2,"0.833","0.854","0.832"
"1221","28","30","15","A4","Poplar","Dark",2,"0.805","0.858","0.79"
"1222","28","56","5","A4","Poplar","Dark",2,"0","0.832","0.182"
"1223","28","56","15","A4","Poplar","Dark",2,"0","0.847","0"
"1224","28","48","120","A4","Poplar","Dark",2,"0","0.847","0"
"1225","28","40","5","A4","Poplar","Dark",2,"0.815","0.838","0.804"
"1226","28","35","5","A4","Poplar","Dark",2,"0.843",NA,"0.844"
"1227","28","52","60","A4","Poplar","Dark",2,"0","0.844","0"
"1228","29","30","30","A5","Poplar","Dark",2,"0.825","0.86","0.818"
"1229","29","56","15","A5","Poplar","Dark",2,"0","0.856","0"
"1230","29","30","15","A5","Poplar","Dark",2,"0.797","0.853","0.793"
"1231","29","30","120","A5","Poplar","Dark",2,"0.741","0.841","0.697"
"1232","29","40","60","A5","Poplar","Dark",2,"0.806","0.875","0.632"
"1233","29","35","5","A5","Poplar","Dark",2,"0.846",NA,"0.839"
"1234","29","56","5","A5","Poplar","Dark",2,"0","0.834","0.239"
"1235","29","35","15","A5","Poplar","Dark",2,"0.812","0.844","0.79"
"1236","29","52","60","A5","Poplar","Dark",2,"0","0.837","0"
"1237","29","35","30","A5","Poplar","Dark",2,"0.835","0.863","0.835"
"1238","29","40","5","A5","Poplar","Dark",2,"0.8","0.831","0.801"
"1239","29","52","5","A5","Poplar","Dark",2,"0.188","0.84","0.052"
"1240","29","40","15","A5","Poplar","Dark",2,"0.819","0.805","0.798"
"1241","29","48","120","A5","Poplar","Dark",2,"0","0.85","0"
"1242","29","48","15","A5","Poplar","Dark",2,"0.045","0.849","0.217"
"1243","3","40","15","A3","Poplar","Light",2,"0.803","0.82","0.718"
"1244","3","30","120","A3","Poplar","Light",2,"0.775","0.842","0.73"
"1245","3","30","15","A3","Poplar","Light",2,"0.827","0.865","0.79"
"1246","3","30","30","A3","Poplar","Light",2,"0.819","0.831","0.771"
"1247","3","35","15","A3","Poplar","Light",2,"0.792","0.844","0.747"
"1248","3","40","60","A3","Poplar","Light",2,"0.84","0.874","0.753"
"1249","3","52","5","A3","Poplar","Light",2,"0.046","0.844","0.339"
"1250","3","48","120","A3","Poplar","Light",2,"0","0.836","0"
"1251","3","56","15","A3","Poplar","Light",2,"0","0.85","0"
"1252","3","48","15","A3","Poplar","Light",2,"0.221","0.841","0.215"
"1253","3","56","5","A3","Poplar","Light",2,"0","0.832","0"
"1254","3","52","60","A3","Poplar","Light",2,"0","0.848","0"
"1255","3","35","30","A3","Poplar","Light",2,"0.789","0.849","0.771"
"1256","3","35","5","A3","Poplar","Light",2,"0.857",NA,"0.824"
"1257","3","40","5","A3","Poplar","Light",2,"0.814","0.849","0.79"
"1258","30","40","5","A6","Lomandra","Dark",2,"0.747","0.794","0.76"
"1259","30","56","15","A6","Lomandra","Dark",2,"0","0.815","0.057"
"1260","30","35","15","A6","Lomandra","Dark",2,"0.79","0.807","0.795"
"1261","30","30","30","A6","Lomandra","Dark",2,"0.783","0.819","0.762"
"1262","30","52","60","A6","Lomandra","Dark",2,"0.039","0.789","0.044"
"1263","30","30","15","A6","Lomandra","Dark",2,"0.752","0.824","0.753"
"1264","30","35","30","A6","Lomandra","Dark",2,"0.752","0.816","0.769"
"1265","30","48","15","A6","Lomandra","Dark",2,"0.67","0.803","0.604"
"1266","30","40","60","A6","Lomandra","Dark",2,"0.772","0.826","0.691"
"1267","30","52","5","A6","Lomandra","Dark",2,"0.353","0.795","0.452"
"1268","30","40","15","A6","Lomandra","Dark",2,"0.752","0.778","0.734"
"1269","30","48","120","A6","Lomandra","Dark",2,"0.289","0.795","0.362"
"1270","30","35","5","A6","Lomandra","Dark",2,"0.825",NA,"0.797"
"1271","30","56","5","A6","Lomandra","Dark",2,"0.186","0.798","0.4"
"1272","30","30","120","A6","Lomandra","Dark",2,"0.633","0.743","0.605"
"1273","31","56","15","B1","Lomandra","Dark",2,"0","0.811","0.071"
"1274","31","30","30","B1","Lomandra","Dark",2,"0.746","0.803","0.737"
"1275","31","40","5","B1","Lomandra","Dark",2,"0.784","0.8","0.798"
"1276","31","35","15","B1","Lomandra","Dark",2,"0.77","0.789","0.766"
"1277","31","40","15","B1","Lomandra","Dark",2,"0.773","0.734","0.756"
"1278","31","40","60","B1","Lomandra","Dark",2,"0.761","0.8","0.704"
"1279","31","48","120","B1","Lomandra","Dark",2,"0.259","0.782","0"
"1280","31","56","5","B1","Lomandra","Dark",2,"0.092","0.793","0.24"
"1281","31","35","30","B1","Lomandra","Dark",2,"0.777","0.8","0.78"
"1282","31","52","60","B1","Lomandra","Dark",2,"0.076","0.822","0.131"
"1283","31","30","15","B1","Lomandra","Dark",2,"0.758","0.806","0.753"
"1284","31","30","120","B1","Lomandra","Dark",2,"0.756","0.804","0.733"
"1285","31","52","5","B1","Lomandra","Dark",2,"0.565","0.808","0.32"
"1286","31","35","5","B1","Lomandra","Dark",2,"0.811",NA,"0.797"
"1287","31","48","15","B1","Lomandra","Dark",2,"0.746","0.788","0.702"
"1288","32","30","30","B2","Euc","Dark",2,"0.799","0.825","0.785"
"1289","32","30","15","B2","Euc","Dark",2,"0.79","0.837","0.811"
"1290","32","40","60","B2","Euc","Dark",2,"0.787","0.849","0.584"
"1291","32","56","15","B2","Euc","Dark",2,"0","0.832","0"
"1292","32","48","120","B2","Euc","Dark",2,"0","0.837","0"
"1293","32","35","15","B2","Euc","Dark",2,"0.811","0.84","0.801"
"1294","32","35","30","B2","Euc","Dark",2,"0.815","0.832","0.814"
"1295","32","56","5","B2","Euc","Dark",2,"0","0.803","0"
"1296","32","40","15","B2","Euc","Dark",2,"0.754","0.808","0.704"
"1297","32","52","60","B2","Euc","Dark",2,"0","0.848","0"
"1298","32","40","5","B2","Euc","Dark",2,"0.795","0.823","0.8"
"1299","32","30","120","B2","Euc","Dark",2,"0.686","0.817","0.7"
"1300","32","35","5","B2","Euc","Dark",2,"0.771",NA,"0.809"
"1301","32","52","5","B2","Euc","Dark",2,"0.1","0.826","0"
"1302","32","48","15","B2","Euc","Dark",2,"0.29","0.832","0.308"
"1303","33","48","120","B3","Bean","Dark",2,"0","0.827","0"
"1304","33","56","15","B3","Bean","Dark",2,"0","0.827","0"
"1305","33","48","15","B3","Bean","Dark",2,"0","0.828","0.342"
"1306","33","40","60","B3","Bean","Dark",2,"0.253","0.837","0.25"
"1307","33","30","30","B3","Bean","Dark",2,"0.796","0.834","0.787"
"1308","33","35","30","B3","Bean","Dark",2,"0.795","0.83","0.785"
"1309","33","30","120","B3","Bean","Dark",2,"0.755","0.831","0.755"
"1310","33","40","15","B3","Bean","Dark",2,"0.692","0.78","0.525"
"1311","33","56","5","B3","Bean","Dark",2,"0","0.808","0"
"1312","33","35","15","B3","Bean","Dark",2,"0.773","0.822","0.769"
"1313","33","35","5","B3","Bean","Dark",2,"0.822",NA,"0.798"
"1314","33","40","5","B3","Bean","Dark",2,"0.734","0.824","0.666"
"1315","33","52","60","B3","Bean","Dark",2,"0","0.826","0"
"1316","33","52","5","B3","Bean","Dark",2,"0","0.826","0"
"1317","33","30","15","B3","Bean","Dark",2,"0.796","0.844","0.788"
"1318","34","48","120","B4","Lomandra","Dark",2,"0.179","0.804","0.196"
"1319","34","35","30","B4","Lomandra","Dark",2,"0.795","0.82","0.808"
"1320","34","30","120","B4","Lomandra","Dark",2,"0.72","0.812","0.691"
"1321","34","48","15","B4","Lomandra","Dark",2,"0.696","0.808","0.513"
"1322","34","56","5","B4","Lomandra","Dark",2,"0","0.798","0.142"
"1323","34","56","15","B4","Lomandra","Dark",2,"0","0.803","0.059"
"1324","34","40","15","B4","Lomandra","Dark",2,"0.738","0.742","0.708"
"1325","34","40","60","B4","Lomandra","Dark",2,"0.739","0.804","0.67"
"1326","34","35","15","B4","Lomandra","Dark",2,"0.766","0.781","0.75"
"1327","34","30","30","B4","Lomandra","Dark",2,"0.757","0.81","0.734"
"1328","34","40","5","B4","Lomandra","Dark",2,"0.75","0.774","0.764"
"1329","34","35","5","B4","Lomandra","Dark",2,"0.807",NA,"0.786"
"1330","34","30","15","B4","Lomandra","Dark",2,"0.728","0.796","0.706"
"1331","34","52","60","B4","Lomandra","Dark",2,"0.051","0.809","0"
"1332","34","52","5","B4","Lomandra","Dark",2,"0.19","0.772","0.347"
"1333","35","30","120","B5","Bean","Dark",2,"0.765","0.827","0.739"
"1334","35","35","15","B5","Bean","Dark",2,"0.793","0.823","0.795"
"1335","35","52","5","B5","Bean","Dark",2,"0","0.833","0"
"1336","35","30","30","B5","Bean","Dark",2,"0.803","0.815","0.792"
"1337","35","48","15","B5","Bean","Dark",2,"0","0.824","0"
"1338","35","40","15","B5","Bean","Dark",2,"0.691","0.79","0.513"
"1339","35","35","30","B5","Bean","Dark",2,"0.783","0.832","0.778"
"1340","35","56","15","B5","Bean","Dark",2,"0","0.835","0"
"1341","35","40","60","B5","Bean","Dark",2,"0.226","0.865","0.242"
"1342","35","48","120","B5","Bean","Dark",2,"0","0.835","0"
"1343","35","35","5","B5","Bean","Dark",2,"0.828",NA,"0.809"
"1344","35","56","5","B5","Bean","Dark",2,"0","0.808","0"
"1345","35","40","5","B5","Bean","Dark",2,"0.772","0.834","0.7"
"1346","35","52","60","B5","Bean","Dark",2,"0","0.841","0"
"1347","35","30","15","B5","Bean","Dark",2,"0.791","0.844","0.787"
"1348","36","35","30","B6","Bean","Dark",2,"0.803","0.856","0.815"
"1349","36","52","5","B6","Bean","Dark",2,"0","0.828","0"
"1350","36","56","15","B6","Bean","Dark",2,"0","0.834","0"
"1351","36","48","120","B6","Bean","Dark",2,"0","0.838","0"
"1352","36","40","15","B6","Bean","Dark",2,"0.735","0.781","0.642"
"1353","36","56","5","B6","Bean","Dark",2,"0","0.815","0"
"1354","36","30","120","B6","Bean","Dark",2,"0.776","0.832","0.767"
"1355","36","40","60","B6","Bean","Dark",2,"0.295","0.859","0.339"
"1356","36","48","15","B6","Bean","Dark",2,"0","0.826","0"
"1357","36","40","5","B6","Bean","Dark",2,"0.772","0.835","0.722"
"1358","36","35","5","B6","Bean","Dark",2,"0.837",NA,"0.813"
"1359","36","30","15","B6","Bean","Dark",2,"0.801","0.849","0.796"
"1360","36","52","60","B6","Bean","Dark",2,"0","0.843","0"
"1361","36","30","30","B6","Bean","Dark",2,"0.808","0.818","0.797"
"1362","36","35","15","B6","Bean","Dark",2,"0.79","0.824","0.806"
"1363","37","40","5","C1","Poplar","Dark",2,"0.832","0.839","0.834"
"1364","37","30","30","C1","Poplar","Dark",2,"0.822","0.819","0.827"
"1365","37","30","120","C1","Poplar","Dark",2,"0.833","0.841","0.817"
"1366","37","35","15","C1","Poplar","Dark",2,"0.832","0.856","0.821"
"1367","37","30","15","C1","Poplar","Dark",2,"0.83","0.857","0.832"
"1368","37","40","15","C1","Poplar","Dark",2,"0.824","0.81","0.798"
"1369","37","48","120","C1","Poplar","Dark",2,"0","0.849","0"
"1370","37","35","30","C1","Poplar","Dark",2,"0.826","0.849","0.824"
"1371","37","35","5","C1","Poplar","Dark",2,"0.836",NA,"0.845"
"1372","37","52","5","C1","Poplar","Dark",2,"0.218","0.841","0"
"1373","37","56","15","C1","Poplar","Dark",2,"0","0.855","0"
"1374","37","48","15","C1","Poplar","Dark",2,"0.529","0.834","0.575"
"1375","37","52","60","C1","Poplar","Dark",2,"0","0.84","0"
"1376","37","40","60","C1","Poplar","Dark",2,"0.835","0.862","0.735"
"1377","37","56","5","C1","Poplar","Dark",2,"0.058","0.836","0.367"
"1378","38","30","30","C2","Euc","Dark",2,"0.796","0.833","0.798"
"1379","38","35","30","C2","Euc","Dark",2,"0.754","0.843","0.805"
"1380","38","48","15","C2","Euc","Dark",2,"0.354","0.828","0.338"
"1381","38","30","15","C2","Euc","Dark",2,"0.807","0.851","0.812"
"1382","38","35","5","C2","Euc","Dark",2,"0.821",NA,"0.822"
"1383","38","40","5","C2","Euc","Dark",2,"0.772","0.829","0.818"
"1384","38","56","15","C2","Euc","Dark",2,"0","0.844","0"
"1385","38","48","120","C2","Euc","Dark",2,"0","0.838","0"
"1386","38","52","5","C2","Euc","Dark",2,"0.109","0.83","0.104"
"1387","38","30","120","C2","Euc","Dark",2,"0.69","0.818","0.691"
"1388","38","35","15","C2","Euc","Dark",2,"0.809","0.83","0.804"
"1389","38","52","60","C2","Euc","Dark",2,"0","0.844","0"
"1390","38","40","60","C2","Euc","Dark",2,"0.797","0.846","0.718"
"1391","38","56","5","C2","Euc","Dark",2,"0","0.817","0.112"
"1392","38","40","15","C2","Euc","Dark",2,"0.806","0.804","0.75"
"1393","39","30","30","C3","Lomandra","Dark",2,"0.775","0.814","0.761"
"1394","39","35","15","C3","Lomandra","Dark",2,"0.776","0.793","0.755"
"1395","39","35","30","C3","Lomandra","Dark",2,"0.745","0.794","0.741"
"1396","39","40","5","C3","Lomandra","Dark",2,"0.746","0.775","0.756"
"1397","39","56","15","C3","Lomandra","Dark",2,"0","0.804","0.086"
"1398","39","40","60","C3","Lomandra","Dark",2,"0.725","0.783","0.656"
"1399","39","52","5","C3","Lomandra","Dark",2,"0.289","0.786","0.356"
"1400","39","30","120","C3","Lomandra","Dark",2,"0.709","0.784","0.661"
"1401","39","48","120","C3","Lomandra","Dark",2,"0.284","0.759","0"
"1402","39","30","15","C3","Lomandra","Dark",2,"0.777","0.81","0.759"
"1403","39","35","5","C3","Lomandra","Dark",2,"0.807",NA,"0.792"
"1404","39","52","60","C3","Lomandra","Dark",2,"0","0.807","0"
"1405","39","40","15","C3","Lomandra","Dark",2,"0.748","0.765","0.723"
"1406","39","56","5","C3","Lomandra","Dark",2,"0","0.801","0.195"
"1407","39","48","15","C3","Lomandra","Dark",2,"0.692","0.803","0.65"
"1408","4","30","15","A4","Poplar","Light",2,"0.808","0.863","0.775"
"1409","4","56","5","A4","Poplar","Light",2,"0","0.834","0"
"1410","4","30","120","A4","Poplar","Light",2,"0.767","0.84","0.709"
"1411","4","40","15","A4","Poplar","Light",2,"0.799","0.807","0.685"
"1412","4","48","120","A4","Poplar","Light",2,"0","0.845","0"
"1413","4","35","15","A4","Poplar","Light",2,"0.793","0.831","0.724"
"1414","4","30","30","A4","Poplar","Light",2,"0.806","0.831","0.743"
"1415","4","52","5","A4","Poplar","Light",2,"0.075","0.844","0.323"
"1416","4","56","15","A4","Poplar","Light",2,"0","0.846","0"
"1417","4","35","30","A4","Poplar","Light",2,"0.806","0.854","0.78"
"1418","4","35","5","A4","Poplar","Light",2,"0.858",NA,"0.819"
"1419","4","52","60","A4","Poplar","Light",2,"0","0.854","0"
"1420","4","48","15","A4","Poplar","Light",2,"0.109","0.812","0.104"
"1421","4","40","60","A4","Poplar","Light",2,"0.804","0.873","0.693"
"1422","4","40","5","A4","Poplar","Light",2,"0.788","0.832","0.776"
"1423","40","40","5","C4","Lomandra","Dark",2,"0.74","0.786","0.754"
"1424","40","30","30","C4","Lomandra","Dark",2,"0.696","0.734","0.686"
"1425","40","30","15","C4","Lomandra","Dark",2,"0.728","0.777","0.706"
"1426","40","35","15","C4","Lomandra","Dark",2,"0.769","0.796","0.757"
"1427","40","40","15","C4","Lomandra","Dark",2,"0.759","0.75","0.722"
"1428","40","40","60","C4","Lomandra","Dark",2,"0.711","0.81","0.651"
"1429","40","56","15","C4","Lomandra","Dark",2,"0","0.828","0.078"
"1430","40","35","30","C4","Lomandra","Dark",2,"0.773","0.825","0.79"
"1431","40","30","120","C4","Lomandra","Dark",2,"0.732","0.815","0.699"
"1432","40","48","120","C4","Lomandra","Dark",2,"0.266","0.803","0.252"
"1433","40","56","5","C4","Lomandra","Dark",2,"0","0.799","0.211"
"1434","40","52","5","C4","Lomandra","Dark",2,"0.457","0.813","0.255"
"1435","40","48","15","C4","Lomandra","Dark",2,"0.703","0.795","0.625"
"1436","40","35","5","C4","Lomandra","Dark",2,"0.8",NA,"0.791"
"1437","40","52","60","C4","Lomandra","Dark",2,"0","0.789","0"
"1438","41","56","15","C5","Lomandra","Dark",2,"0","0.796","0.144"
"1439","41","56","5","C5","Lomandra","Dark",2,"0.224","0.796","0.424"
"1440","41","35","30","C5","Lomandra","Dark",2,"0.762","0.808","0.768"
"1441","41","48","120","C5","Lomandra","Dark",2,"0.134","0.795","0.194"
"1442","41","35","5","C5","Lomandra","Dark",2,"0.809",NA,"0.783"
"1443","41","30","120","C5","Lomandra","Dark",2,"0.67","0.806","0.642"
"1444","41","52","60","C5","Lomandra","Dark",2,"0","0.785","0"
"1445","41","35","15","C5","Lomandra","Dark",2,"0.781","0.796","0.772"
"1446","41","48","15","C5","Lomandra","Dark",2,"0.733","0.805","0.626"
"1447","41","30","30","C5","Lomandra","Dark",2,"0.769","0.825","0.749"
"1448","41","40","15","C5","Lomandra","Dark",2,"0.775","0.757","0.754"
"1449","41","40","5","C5","Lomandra","Dark",2,"0.763","0.801","0.771"
"1450","41","40","60","C5","Lomandra","Dark",2,"0.756","0.849","0.714"
"1451","41","52","5","C5","Lomandra","Dark",2,"0.432","0.784","0.347"
"1452","41","30","15","C5","Lomandra","Dark",2,"0.745","0.776","0.739"
"1453","42","48","120","C6","Euc","Dark",2,"0","0.852","0"
"1454","42","30","30","C6","Euc","Dark",2,"0.752","0.819","0.796"
"1455","42","56","5","C6","Euc","Dark",2,"0.295","0.808","0.356"
"1456","42","56","15","C6","Euc","Dark",2,"0","0.838","0.052"
"1457","42","30","120","C6","Euc","Dark",2,"0.765","0.836","0.757"
"1458","42","48","15","C6","Euc","Dark",2,"0.269","0.837","0.257"
"1459","42","35","30","C6","Euc","Dark",2,"0.749","0.852","0.809"
"1460","42","40","5","C6","Euc","Dark",2,"0.731","0.829","0.806"
"1461","42","35","5","C6","Euc","Dark",2,"0.802",NA,"0.815"
"1462","42","40","60","C6","Euc","Dark",2,"0.789","0.868","0.732"
"1463","42","35","15","C6","Euc","Dark",2,"0.784","0.839","0.81"
"1464","42","30","15","C6","Euc","Dark",2,"0.781","0.831","0.813"
"1465","42","40","15","C6","Euc","Dark",2,"0.799","0.817","0.789"
"1466","42","52","5","C6","Euc","Dark",2,"0.1","0.834","0.128"
"1467","42","52","60","C6","Euc","Dark",2,"0","0.844","0"
"1468","43","30","30","D1","Euc","Dark",2,"0.759","0.839","0.806"
"1469","43","35","15","D1","Euc","Dark",2,"0.743","0.833","0.801"
"1470","43","40","60","D1","Euc","Dark",2,"0.768","0.836","0.738"
"1471","43","35","5","D1","Euc","Dark",2,"0.822",NA,"0.816"
"1472","43","40","5","D1","Euc","Dark",2,"0.791","0.835","0.815"
"1473","43","30","120","D1","Euc","Dark",2,"0.672","0.817","0.736"
"1474","43","35","30","D1","Euc","Dark",2,"0.774","0.799","0.803"
"1475","43","48","120","D1","Euc","Dark",2,"0","0.841","0"
"1476","43","48","15","D1","Euc","Dark",2,"0.46","0.813","0.476"
"1477","43","52","5","D1","Euc","Dark",2,"0.309","0.83","0"
"1478","43","56","15","D1","Euc","Dark",2,"0","0.825","0"
"1479","43","40","15","D1","Euc","Dark",2,"0.786","0.809","0.766"
"1480","43","30","15","D1","Euc","Dark",2,"0.805","0.835","0.811"
"1481","43","56","5","D1","Euc","Dark",2,"0.245","0.815","0.149"
"1482","43","52","60","D1","Euc","Dark",2,"0","0.843","0"
"1483","44","56","15","D2","Euc","Dark",2,"0","0.834","0"
"1484","44","30","120","D2","Euc","Dark",2,"0.711","0.834","0.731"
"1485","44","56","5","D2","Euc","Dark",2,"0.081","0.81","0.312"
"1486","44","52","5","D2","Euc","Dark",2,"0.232","0.833","0"
"1487","44","48","120","D2","Euc","Dark",2,"0","0.824","0"
"1488","44","48","15","D2","Euc","Dark",2,"0.374","0.827","0.375"
"1489","44","30","15","D2","Euc","Dark",2,"0.809","0.842","0.807"
"1490","44","35","5","D2","Euc","Dark",2,"0.8",NA,"0.82"
"1491","44","40","15","D2","Euc","Dark",2,"0.778","0.793","0.757"
"1492","44","52","60","D2","Euc","Dark",2,"0","0.837","0"
"1493","44","35","30","D2","Euc","Dark",2,"0.775","0.835","0.812"
"1494","44","30","30","D2","Euc","Dark",2,"0.797","0.825","0.782"
"1495","44","40","5","D2","Euc","Dark",2,"0.8","0.827","0.809"
"1496","44","40","60","D2","Euc","Dark",2,"0.801","0.844","0.735"
"1497","44","35","15","D2","Euc","Dark",2,"0.778","0.823","0.801"
"1498","45","30","30","D3","Bean","Dark",2,"0.791","0.819","0.769"
"1499","45","35","30","D3","Bean","Dark",2,"0.789","0.816","0.789"
"1500","45","30","120","D3","Bean","Dark",2,"0.78","0.829","0.767"
"1501","45","30","15","D3","Bean","Dark",2,"0.801","0.841","0.795"
"1502","45","40","5","D3","Bean","Dark",2,"0.769","0.823","0.749"
"1503","45","40","60","D3","Bean","Dark",2,"0.238","0.839","0.288"
"1504","45","35","5","D3","Bean","Dark",2,"0.808",NA,"0.8"
"1505","45","40","15","D3","Bean","Dark",2,"0.73","0.789","0.543"
"1506","45","35","15","D3","Bean","Dark",2,"0.795","0.827","0.794"
"1507","45","48","120","D3","Bean","Dark",2,"0","0.826","0"
"1508","45","48","15","D3","Bean","Dark",2,"0","0.823","0.288"
"1509","45","52","5","D3","Bean","Dark",2,"0","0.832","0"
"1510","45","52","60","D3","Bean","Dark",2,"0","0.835","0"
"1511","45","56","5","D3","Bean","Dark",2,"0","0.798","0"
"1512","45","56","15","D3","Bean","Dark",2,"0","0.837","0"
"1513","46","30","30","D4","Poplar","Dark",2,"0.814","0.829","0.819"
"1514","46","35","30","D4","Poplar","Dark",2,"0.814","0.849","0.806"
"1515","46","48","15","D4","Poplar","Dark",2,"0.401","0.845","0.523"
"1516","46","35","5","D4","Poplar","Dark",2,"0.824",NA,"0.841"
"1517","46","52","60","D4","Poplar","Dark",2,"0","0.854","0"
"1518","46","48","120","D4","Poplar","Dark",2,"0","0.866","0"
"1519","46","40","5","D4","Poplar","Dark",2,"0.817","0.843","0.815"
"1520","46","56","15","D4","Poplar","Dark",2,"0","0.857","0"
"1521","46","30","15","D4","Poplar","Dark",2,"0.82","0.846","0.821"
"1522","46","56","5","D4","Poplar","Dark",2,"0","0.832","0.293"
"1523","46","52","5","D4","Poplar","Dark",2,"0.297","0.84","0"
"1524","46","40","60","D4","Poplar","Dark",2,"0.814","0.863","0.692"
"1525","46","30","120","D4","Poplar","Dark",2,"0.791","0.852","0.749"
"1526","46","40","15","D4","Poplar","Dark",2,"0.821","0.812","0.795"
"1527","46","35","15","D4","Poplar","Dark",2,"0.825","0.838","0.795"
"1528","47","48","15","D5","Poplar","Dark",2,"0.403","0.851","0.529"
"1529","47","56","15","D5","Poplar","Dark",2,"0","0.845","0"
"1530","47","30","30","D5","Poplar","Dark",2,"0.828","0.829","0.823"
"1531","47","30","15","D5","Poplar","Dark",2,"0.819","0.834","0.819"
"1532","47","30","120","D5","Poplar","Dark",2,"0.807","0.851","0.781"
"1533","47","52","60","D5","Poplar","Dark",2,"0","0.845","0"
"1534","47","35","30","D5","Poplar","Dark",2,"0.821","0.858","0.803"
"1535","47","40","5","D5","Poplar","Dark",2,"0.823","0.839","0.818"
"1536","47","48","120","D5","Poplar","Dark",2,"0","0.86","0"
"1537","47","35","15","D5","Poplar","Dark",2,"0.822","0.855","0.796"
"1538","47","40","60","D5","Poplar","Dark",2,"0.819","0.873","0.715"
"1539","47","35","5","D5","Poplar","Dark",2,"0.832",NA,"0.843"
"1540","47","40","15","D5","Poplar","Dark",2,"0.826","0.82","0.799"
"1541","47","52","5","D5","Poplar","Dark",2,"0.201","0.849","0"
"1542","47","56","5","D5","Poplar","Dark",2,"0","0.837","0.101"
"1543","48","30","120","D6","Bean","Dark",2,"0.779","0.844","0.781"
"1544","48","30","30","D6","Bean","Dark",2,"0.804","0.828","0.803"
"1545","48","40","15","D6","Bean","Dark",2,"0.742","0.793","0.689"
"1546","48","40","60","D6","Bean","Dark",2,"0.226","0.866","0.344"
"1547","48","35","30","D6","Bean","Dark",2,"0.79","0.855","0.799"
"1548","48","35","15","D6","Bean","Dark",2,"0.792","0.831","0.803"
"1549","48","52","5","D6","Bean","Dark",2,"0","0.83","0"
"1550","48","30","15","D6","Bean","Dark",2,"0.809","0.848","0.805"
"1551","48","40","5","D6","Bean","Dark",2,"0.789","0.838","0.733"
"1552","48","35","5","D6","Bean","Dark",2,"0.818",NA,"0.809"
"1553","48","48","120","D6","Bean","Dark",2,"0","0.846","0"
"1554","48","56","15","D6","Bean","Dark",2,"0","0.832","0"
"1555","48","52","60","D6","Bean","Dark",2,"0","0.862","0"
"1556","48","56","5","D6","Bean","Dark",2,"0","0.812","0"
"1557","48","48","15","D6","Bean","Dark",2,"0","0.832","0.366"
"1558","5","40","15","A5","Poplar","Light",2,"0.775","0.835","0.743"
