AOI,FvFm,Temp,Time,Measurement,Cell,Species,Collection
23,0.718,30,5,30min post,D2,Lomandra,12
24,0.556,48,5,30min post,D3,Poplar,24
24,0.333,40,120,30min post,D3,Poplar,24
24,0.726,30,30,30min post,D3,Poplar,24
24,0,48,120,30min post,D3,Poplar,24
24,0.726,40,5,30min post,D3,Poplar,24
24,0.804,30,5,30min post,D3,Poplar,24
24,0.503,40,30,30min post,D3,Poplar,24
24,0.274,48,30,30min post,D3,Poplar,24
24,0.641,30,120,30min post,D3,Poplar,24
25,0.599,30,30,30min post,D4,Lomandra,12
25,0.694,40,5,30min post,D4,Lomandra,12
25,0.468,40,120,30min post,D4,Lomandra,12
25,0.533,48,5,30min post,D4,Lomandra,12
25,0,48,120,30min post,D4,Lomandra,12
25,0.579,40,30,30min post,D4,Lomandra,12
25,0.272,48,30,30min post,D4,Lomandra,12
25,0.744,30,5,30min post,D4,Lomandra,12
25,0.555,30,120,30min post,D4,Lomandra,12
26,0.695,30,30,30min post,D5,Euc,12
26,0,48,120,30min post,D5,Euc,12
26,0.317,40,120,30min post,D5,Euc,12
26,0.491,48,5,30min post,D5,Euc,12
26,0.731,40,5,30min post,D5,Euc,12
26,0.577,30,120,30min post,D5,Euc,12
26,0,48,30,30min post,D5,Euc,12
26,0.587,40,30,30min post,D5,Euc,12
26,0.779,30,5,30min post,D5,Euc,12
27,0.352,40,120,30min post,D6,Poplar,0
27,0.731,30,30,30min post,D6,Poplar,0
27,0,48,120,30min post,D6,Poplar,0
27,0.635,40,30,30min post,D6,Poplar,0
27,0.658,30,120,30min post,D6,Poplar,0
27,0.785,40,5,30min post,D6,Poplar,0
27,0.236,48,30,30min post,D6,Poplar,0
27,0.804,30,5,30min post,D6,Poplar,0
27,0.59,48,5,30min post,D6,Poplar,0
28,0.548,40,30,30min post,D7,Lomandra,24
28,0.468,40,120,30min post,D7,Lomandra,24
28,0.725,30,30,30min post,D7,Lomandra,24
28,0.765,40,5,30min post,D7,Lomandra,24
28,0,48,120,30min post,D7,Lomandra,24
28,0.73,30,5,30min post,D7,Lomandra,24
28,0.408,48,30,30min post,D7,Lomandra,24
28,0.595,30,120,30min post,D7,Lomandra,24
28,0.676,48,5,30min post,D7,Lomandra,24
29,0.446,40,120,30min post,E1,Euc,3
29,0.746,40,5,30min post,E1,Euc,3
29,0,48,120,30min post,E1,Euc,3
29,0.754,30,120,30min post,E1,Euc,3
29,0.187,48,30,30min post,E1,Euc,3
29,0.739,30,30,30min post,E1,Euc,3
29,0.6,40,30,30min post,E1,Euc,3
29,0.488,48,5,30min post,E1,Euc,3
29,0.8,30,5,30min post,E1,Euc,3
3,0.735,30,120,30min post,A3,Euc,12
3,0,48,120,30min post,A3,Euc,12
3,0.471,40,120,30min post,A3,Euc,12
3,0.474,48,5,30min post,A3,Euc,12
3,0,48,30,30min post,A3,Euc,12
3,0.624,40,30,30min post,A3,Euc,12
3,0.813,30,5,30min post,A3,Euc,12
3,0.779,40,5,30min post,A3,Euc,12
3,0.765,30,30,30min post,A3,Euc,12
30,0.687,40,5,30min post,E2,Lomandra,12
30,0.468,40,120,30min post,E2,Lomandra,12
30,0.274,48,30,30min post,E2,Lomandra,12
30,0.61,40,30,30min post,E2,Lomandra,12
30,0.674,30,30,30min post,E2,Lomandra,12
30,0.727,30,5,30min post,E2,Lomandra,12
30,0.549,48,5,30min post,E2,Lomandra,12
30,0,48,120,30min post,E2,Lomandra,12
30,0.602,30,120,30min post,E2,Lomandra,12
31,0.319,48,120,30min post,E3,Lomandra,3
31,0.679,30,30,30min post,E3,Lomandra,3
31,0.579,40,30,30min post,E3,Lomandra,3
31,0.691,40,5,30min post,E3,Lomandra,3
31,0.486,40,120,30min post,E3,Lomandra,3
31,0.607,48,5,30min post,E3,Lomandra,3
31,0.739,30,5,30min post,E3,Lomandra,3
31,0.321,48,30,30min post,E3,Lomandra,3
31,0.711,30,120,30min post,E3,Lomandra,3
32,0.648,30,30,30min post,E4,Lomandra,3
32,0.612,30,120,30min post,E4,Lomandra,3
32,0.629,40,30,30min post,E4,Lomandra,3
32,0,48,120,30min post,E4,Lomandra,3
32,0.728,40,5,30min post,E4,Lomandra,3
32,0.505,40,120,30min post,E4,Lomandra,3
32,0.574,48,5,30min post,E4,Lomandra,3
32,0.758,30,5,30min post,E4,Lomandra,3
32,0.379,48,30,30min post,E4,Lomandra,3
33,0.623,40,5,30min post,E5,Lomandra,24
33,0.632,30,30,30min post,E5,Lomandra,24
33,0.444,40,120,30min post,E5,Lomandra,24
33,0,48,120,30min post,E5,Lomandra,24
33,0.655,30,120,30min post,E5,Lomandra,24
33,0.54,40,30,30min post,E5,Lomandra,24
33,0.632,48,5,30min post,E5,Lomandra,24
33,0.246,48,30,30min post,E5,Lomandra,24
33,0.782,30,5,30min post,E5,Lomandra,24
34,0.69,30,120,30min post,E6,Euc,0
34,0.71,30,30,30min post,E6,Euc,0
34,0,48,120,30min post,E6,Euc,0
34,0.53,48,5,30min post,E6,Euc,0
34,0.703,40,30,30min post,E6,Euc,0
34,0.744,40,5,30min post,E6,Euc,0
34,0.154,48,30,30min post,E6,Euc,0
34,0.793,30,5,30min post,E6,Euc,0
34,0,40,120,30min post,E6,Euc,0
35,0.747,30,120,30min post,E7,Poplar,3
35,0.755,30,30,30min post,E7,Poplar,3
35,0.506,40,120,30min post,E7,Poplar,3
35,0.686,40,30,30min post,E7,Poplar,3
35,0.602,48,5,30min post,E7,Poplar,3
35,0.778,40,5,30min post,E7,Poplar,3
35,0.179,48,120,30min post,E7,Poplar,3
35,0.457,48,30,30min post,E7,Poplar,3
35,0.814,30,5,30min post,E7,Poplar,3
36,0.711,30,120,30min post,F1,Lomandra,0
36,0.693,40,5,30min post,F1,Lomandra,0
36,0.721,30,30,30min post,F1,Lomandra,0
36,0.31,48,120,30min post,F1,Lomandra,0
36,0.714,40,30,30min post,F1,Lomandra,0
36,0.437,48,30,30min post,F1,Lomandra,0
36,0.577,40,120,30min post,F1,Lomandra,0
36,0.641,48,5,30min post,F1,Lomandra,0
36,0.781,30,5,30min post,F1,Lomandra,0
37,0.768,30,30,30min post,F2,Poplar,12
37,0.738,40,5,30min post,F2,Poplar,12
37,0.765,30,120,30min post,F2,Poplar,12
37,0.117,48,120,30min post,F2,Poplar,12
37,0.352,48,30,30min post,F2,Poplar,12
37,0.67,40,30,30min post,F2,Poplar,12
37,0.591,48,5,30min post,F2,Poplar,12
37,0.797,30,5,30min post,F2,Poplar,12
37,0.467,40,120,30min post,F2,Poplar,12
38,0.712,30,30,30min post,F3,Lomandra,3
38,0.742,40,5,30min post,F3,Lomandra,3
38,0.311,48,30,30min post,F3,Lomandra,3
38,0.654,30,120,30min post,F3,Lomandra,3
38,0.642,48,5,30min post,F3,Lomandra,3
38,0.477,40,120,30min post,F3,Lomandra,3
38,0.359,48,120,30min post,F3,Lomandra,3
38,0.767,30,5,30min post,F3,Lomandra,3
38,0.624,40,30,30min post,F3,Lomandra,3
39,0.74,30,30,30min post,F4,Euc,12
39,0.767,40,5,30min post,F4,Euc,12
39,0.104,48,30,30min post,F4,Euc,12
39,0,48,120,30min post,F4,Euc,12
39,0.689,30,120,30min post,F4,Euc,12
39,0.78,30,5,30min post,F4,Euc,12
39,0,40,120,30min post,F4,Euc,12
39,0.389,48,5,30min post,F4,Euc,12
39,0.609,40,30,30min post,F4,Euc,12
4,0.763,40,5,30min post,A4,Poplar,12
4,0.597,40,120,30min post,A4,Poplar,12
4,0.743,30,30,30min post,A4,Poplar,12
4,0.668,40,30,30min post,A4,Poplar,12
4,0,48,120,30min post,A4,Poplar,12
4,0.819,30,5,30min post,A4,Poplar,12
4,0.606,48,5,30min post,A4,Poplar,12
4,0.219,48,30,30min post,A4,Poplar,12
4,0.706,30,120,30min post,A4,Poplar,12
40,0.161,48,30,30min post,F5,Poplar,3
40,0.076,48,120,30min post,F5,Poplar,3
40,0.767,30,30,30min post,F5,Poplar,3
40,0.769,40,5,30min post,F5,Poplar,3
40,0.801,30,5,30min post,F5,Poplar,3
40,0.529,40,120,30min post,F5,Poplar,3
40,0.722,30,120,30min post,F5,Poplar,3
40,0.602,48,5,30min post,F5,Poplar,3
40,0.678,40,30,30min post,F5,Poplar,3
41,0.11,48,120,30min post,F6,Poplar,0
41,0.749,30,30,30min post,F6,Poplar,0
41,0.594,48,5,30min post,F6,Poplar,0
41,0.419,48,30,30min post,F6,Poplar,0
41,0.377,40,120,30min post,F6,Poplar,0
41,0.724,30,120,30min post,F6,Poplar,0
41,0.813,30,5,30min post,F6,Poplar,0
41,0.789,40,5,30min post,F6,Poplar,0
41,0.708,40,30,30min post,F6,Poplar,0
42,0.252,48,30,30min post,F7,Euc,24
42,0.78,40,5,30min post,F7,Euc,24
42,0,48,120,30min post,F7,Euc,24
42,0.759,30,30,30min post,F7,Euc,24
42,0,40,120,30min post,F7,Euc,24
42,0.805,30,5,30min post,F7,Euc,24
42,0.7,30,120,30min post,F7,Euc,24
42,0.67,40,30,30min post,F7,Euc,24
42,0.585,48,5,30min post,F7,Euc,24
43,0.771,30,120,30min post,G1,Lomandra,0
43,0.379,48,120,30min post,G1,Lomandra,0
43,0.41,48,30,30min post,G1,Lomandra,0
43,0.707,40,5,30min post,G1,Lomandra,0
43,0.647,48,5,30min post,G1,Lomandra,0
43,0.701,40,30,30min post,G1,Lomandra,0
43,0.76,30,30,30min post,G1,Lomandra,0
43,0.783,30,5,30min post,G1,Lomandra,0
43,0.613,40,120,30min post,G1,Lomandra,0
44,0.742,30,120,30min post,G2,Euc,3
44,0,48,120,30min post,G2,Euc,3
44,0,48,30,30min post,G2,Euc,3
44,0.788,30,5,30min post,G2,Euc,3
44,0.76,30,30,30min post,G2,Euc,3
44,0.508,40,120,30min post,G2,Euc,3
44,0.538,48,5,30min post,G2,Euc,3
44,0.674,40,30,30min post,G2,Euc,3
44,0.749,40,5,30min post,G2,Euc,3
45,0.773,30,5,30min post,G3,Euc,0
45,0.508,48,5,30min post,G3,Euc,0
45,0.743,30,120,30min post,G3,Euc,0
45,0.765,30,30,30min post,G3,Euc,0
45,0.733,40,30,30min post,G3,Euc,0
45,0.748,40,5,30min post,G3,Euc,0
45,0.438,40,120,30min post,G3,Euc,0
45,0,48,120,30min post,G3,Euc,0
45,0.295,48,30,30min post,G3,Euc,0
46,0.344,48,30,30min post,G4,Poplar,24
46,0.757,30,30,30min post,G4,Poplar,24
46,0,48,120,30min post,G4,Poplar,24
46,0.698,40,30,30min post,G4,Poplar,24
46,0.71,30,120,30min post,G4,Poplar,24
46,0.309,40,120,30min post,G4,Poplar,24
46,0.621,48,5,30min post,G4,Poplar,24
46,0.787,30,5,30min post,G4,Poplar,24
46,0.709,40,5,30min post,G4,Poplar,24
47,0.753,30,30,30min post,G5,Poplar,12
47,0.801,30,5,30min post,G5,Poplar,12
47,0.674,30,120,30min post,G5,Poplar,12
47,0.699,40,30,30min post,G5,Poplar,12
47,0.759,40,5,30min post,G5,Poplar,12
47,0.477,40,120,30min post,G5,Poplar,12
47,0,48,120,30min post,G5,Poplar,12
47,0.679,48,5,30min post,G5,Poplar,12
47,0.363,48,30,30min post,G5,Poplar,12
48,0.747,30,30,30min post,G6,Lomandra,24
48,0.66,40,30,30min post,G6,Lomandra,24
48,0.627,30,120,30min post,G6,Lomandra,24
48,0.756,40,5,30min post,G6,Lomandra,24
48,0,48,120,30min post,G6,Lomandra,24
48,0.39,48,30,30min post,G6,Lomandra,24
48,0.69,48,5,30min post,G6,Lomandra,24
48,0.775,30,5,30min post,G6,Lomandra,24
48,0.451,40,120,30min post,G6,Lomandra,24
5,0,40,120,30min post,A5,Euc,3
5,0,48,120,30min post,A5,Euc,3
5,0.742,30,120,30min post,A5,Euc,3
5,0.784,40,5,30min post,A5,Euc,3
5,0.809,30,5,30min post,A5,Euc,3
5,0,48,30,30min post,A5,Euc,3
5,0.746,30,30,30min post,A5,Euc,3
5,0.6,40,30,30min post,A5,Euc,3
5,0.55,48,5,30min post,A5,Euc,3
6,0.783,40,5,30min post,A6,Poplar,3
6,0.761,30,30,30min post,A6,Poplar,3
6,0,48,120,30min post,A6,Poplar,3
6,0.735,30,120,30min post,A6,Poplar,3
6,0.377,48,30,30min post,A6,Poplar,3
6,0.588,40,120,30min post,A6,Poplar,3
6,0.665,40,30,30min post,A6,Poplar,3
6,0.667,48,5,30min post,A6,Poplar,3
6,0.813,30,5,30min post,A6,Poplar,3
7,0.739,30,120,30min post,A7,Poplar,12
7,0.642,40,120,30min post,A7,Poplar,12
7,0.737,40,30,30min post,A7,Poplar,12
7,0.644,48,5,30min post,A7,Poplar,12
7,0.778,40,5,30min post,A7,Poplar,12
7,0.451,48,30,30min post,A7,Poplar,12
7,0,48,120,30min post,A7,Poplar,12
7,0.761,30,30,30min post,A7,Poplar,12
7,0.812,30,5,30min post,A7,Poplar,12
8,0.548,48,5,30min post,B1,Euc,24
8,0.755,40,5,30min post,B1,Euc,24
8,0.608,40,30,30min post,B1,Euc,24
8,0,40,120,30min post,B1,Euc,24
8,0.762,30,30,30min post,B1,Euc,24
8,0.814,30,5,30min post,B1,Euc,24
8,0,48,30,30min post,B1,Euc,24
8,0,48,120,30min post,B1,Euc,24
8,0.752,30,120,30min post,B1,Euc,24
9,0,48,30,30min post,B2,Euc,24
9,0.627,40,30,30min post,B2,Euc,24
9,0,48,120,30min post,B2,Euc,24
9,0.695,30,120,30min post,B2,Euc,24
9,0.483,48,5,30min post,B2,Euc,24
9,0.743,30,30,30min post,B2,Euc,24
9,0.767,40,5,30min post,B2,Euc,24
9,0,40,120,30min post,B2,Euc,24
9,0.796,30,5,30min post,B2,Euc,24
1,0,48,120,7hour_post,A1,Poplar,24
1,0.83,40,30,7hour_post,A1,Poplar,24
1,0.817,40,5,7hour_post,A1,Poplar,24
1,0.792,30,120,7hour_post,A1,Poplar,24
1,0.694,48,5,7hour_post,A1,Poplar,24
1,0.649,40,120,7hour_post,A1,Poplar,24
1,0.82,30,30,7hour_post,A1,Poplar,24
1,0.557,48,30,7hour_post,A1,Poplar,24
1,0.819,30,5,7hour_post,A1,Poplar,24
10,0.167,48,120,7hour_post,B3,Poplar,3
10,0.812,30,30,7hour_post,B3,Poplar,3
10,0.813,40,30,7hour_post,B3,Poplar,3
10,0.778,30,120,7hour_post,B3,Poplar,3
10,0.831,40,5,7hour_post,B3,Poplar,3
10,0.821,30,5,7hour_post,B3,Poplar,3
10,0.667,40,120,7hour_post,B3,Poplar,3
10,0.214,48,30,7hour_post,B3,Poplar,3
10,0.612,48,5,7hour_post,B3,Poplar,3
11,0.716,30,120,7hour_post,B4,Euc,12
11,0.111,48,120,7hour_post,B4,Euc,12
11,0.74,40,30,7hour_post,B4,Euc,12
11,0.781,40,5,7hour_post,B4,Euc,12
11,0.208,48,30,7hour_post,B4,Euc,12
11,0.421,40,120,7hour_post,B4,Euc,12
11,0.446,48,5,7hour_post,B4,Euc,12
11,0.772,30,30,7hour_post,B4,Euc,12
11,0.802,30,5,7hour_post,B4,Euc,12
12,0.798,40,30,7hour_post,B5,Lomandra,0
12,0.79,40,5,7hour_post,B5,Lomandra,0
12,0,48,120,7hour_post,B5,Lomandra,0
12,0.708,30,120,7hour_post,B5,Lomandra,0
12,0.409,48,30,7hour_post,B5,Lomandra,0
12,0.734,30,30,7hour_post,B5,Lomandra,0
12,0.559,40,120,7hour_post,B5,Lomandra,0
12,0.784,30,5,7hour_post,B5,Lomandra,0
12,0.702,48,5,7hour_post,B5,Lomandra,0
13,0.742,30,120,7hour_post,B6,Lomandra,3
13,0.383,48,120,7hour_post,B6,Lomandra,3
13,0.786,40,30,7hour_post,B6,Lomandra,3
13,0.781,40,5,7hour_post,B6,Lomandra,3
13,0.728,30,30,7hour_post,B6,Lomandra,3
13,0.543,48,30,7hour_post,B6,Lomandra,3
13,0.783,30,5,7hour_post,B6,Lomandra,3
13,0.667,40,120,7hour_post,B6,Lomandra,3
13,0.724,48,5,7hour_post,B6,Lomandra,3
14,0.823,40,30,7hour_post,B7,Lomandra,0
14,0.813,40,5,7hour_post,B7,Lomandra,0
14,0.714,30,120,7hour_post,B7,Lomandra,0
14,0.402,48,120,7hour_post,B7,Lomandra,0
14,0.803,30,30,7hour_post,B7,Lomandra,0
14,0.76,48,5,7hour_post,B7,Lomandra,0
14,0.573,40,120,7hour_post,B7,Lomandra,0
14,0.638,48,30,7hour_post,B7,Lomandra,0
14,0.751,30,5,7hour_post,B7,Lomandra,0
15,0.832,40,30,7hour_post,C1,Poplar,24
15,0.831,30,30,7hour_post,C1,Poplar,24
15,0.495,40,120,7hour_post,C1,Poplar,24
15,0.456,48,30,7hour_post,C1,Poplar,24
15,0.809,40,5,7hour_post,C1,Poplar,24
15,0.826,30,5,7hour_post,C1,Poplar,24
15,0.805,30,120,7hour_post,C1,Poplar,24
15,0.688,48,5,7hour_post,C1,Poplar,24
15,0,48,120,7hour_post,C1,Poplar,24
16,0.759,40,30,7hour_post,C2,Euc,3
16,0.799,40,5,7hour_post,C2,Euc,3
16,0.766,30,30,7hour_post,C2,Euc,3
16,0.498,48,5,7hour_post,C2,Euc,3
16,0,48,30,7hour_post,C2,Euc,3
16,0.096,48,120,7hour_post,C2,Euc,3
16,0,40,120,7hour_post,C2,Euc,3
16,0.773,30,120,7hour_post,C2,Euc,3
16,0.798,30,5,7hour_post,C2,Euc,3
17,0.744,40,5,7hour_post,C3,Lomandra,12
17,0.389,48,30,7hour_post,C3,Lomandra,12
17,0.748,30,5,7hour_post,C3,Lomandra,12
17,0.711,30,30,7hour_post,C3,Lomandra,12
17,0,48,120,7hour_post,C3,Lomandra,12
17,0.724,40,30,7hour_post,C3,Lomandra,12
17,0.64,30,120,7hour_post,C3,Lomandra,12
17,0.628,40,120,7hour_post,C3,Lomandra,12
17,0.687,48,5,7hour_post,C3,Lomandra,12
18,0,48,30,7hour_post,C4,Euc,0
18,0,48,120,7hour_post,C4,Euc,0
18,0.724,30,120,7hour_post,C4,Euc,0
18,0.744,30,30,7hour_post,C4,Euc,0
18,0.548,40,120,7hour_post,C4,Euc,0
18,0.447,48,5,7hour_post,C4,Euc,0
18,0.747,40,30,7hour_post,C4,Euc,0
18,0.787,40,5,7hour_post,C4,Euc,0
18,0.785,30,5,7hour_post,C4,Euc,0
19,0.811,40,30,7hour_post,C5,Poplar,0
19,0.698,30,120,7hour_post,C5,Poplar,0
19,0.794,30,30,7hour_post,C5,Poplar,0
19,0.817,40,5,7hour_post,C5,Poplar,0
19,0.593,40,120,7hour_post,C5,Poplar,0
19,0.151,48,120,7hour_post,C5,Poplar,0
19,0.632,48,5,7hour_post,C5,Poplar,0
19,0.804,30,5,7hour_post,C5,Poplar,0
19,0.26,48,30,7hour_post,C5,Poplar,0
2,0.772,40,30,7hour_post,A2,Lomandra,24
2,0.7,30,120,7hour_post,A2,Lomandra,24
2,0.798,30,5,7hour_post,A2,Lomandra,24
2,0.509,48,120,7hour_post,A2,Lomandra,24
2,0.633,40,120,7hour_post,A2,Lomandra,24
2,0.79,30,30,7hour_post,A2,Lomandra,24
2,0.793,40,5,7hour_post,A2,Lomandra,24
2,0.472,48,30,7hour_post,A2,Lomandra,24
2,0.701,48,5,7hour_post,A2,Lomandra,24
20,0.181,48,30,7hour_post,C6,Euc,24
20,0,40,120,7hour_post,C6,Euc,24
20,0.791,40,5,7hour_post,C6,Euc,24
20,0.752,40,30,7hour_post,C6,Euc,24
20,0.7,30,120,7hour_post,C6,Euc,24
20,0.784,30,30,7hour_post,C6,Euc,24
20,0,48,120,7hour_post,C6,Euc,24
20,0.455,48,5,7hour_post,C6,Euc,24
20,0.78,30,5,7hour_post,C6,Euc,24
21,0.461,48,30,7hour_post,C7,Poplar,0
21,0.802,30,30,7hour_post,C7,Poplar,0
21,0.747,30,120,7hour_post,C7,Poplar,0
21,0.185,48,120,7hour_post,C7,Poplar,0
21,0.65,48,5,7hour_post,C7,Poplar,0
21,0.81,30,5,7hour_post,C7,Poplar,0
21,0.635,40,120,7hour_post,C7,Poplar,0
21,0.823,40,5,7hour_post,C7,Poplar,0
21,0.811,40,30,7hour_post,C7,Poplar,0
22,0.774,30,120,7hour_post,D1,Euc,0
22,0.778,30,30,7hour_post,D1,Euc,0
22,0.786,40,30,7hour_post,D1,Euc,0
22,0.786,40,5,7hour_post,D1,Euc,0
22,0.427,40,120,7hour_post,D1,Euc,0
22,0.782,30,5,7hour_post,D1,Euc,0
22,0,48,120,7hour_post,D1,Euc,0
22,0,48,30,7hour_post,D1,Euc,0
22,0.507,48,5,7hour_post,D1,Euc,0
23,0.752,30,30,7hour_post,D2,Lomandra,12
23,0.724,40,30,7hour_post,D2,Lomandra,12
23,0.469,48,30,7hour_post,D2,Lomandra,12
23,0.725,40,5,7hour_post,D2,Lomandra,12
23,0.74,30,120,7hour_post,D2,Lomandra,12
23,0,48,120,7hour_post,D2,Lomandra,12
23,0.711,48,5,7hour_post,D2,Lomandra,12
23,0.764,30,5,7hour_post,D2,Lomandra,12
23,0.524,40,120,7hour_post,D2,Lomandra,12
24,0.792,40,30,7hour_post,D3,Poplar,24
24,0.786,30,30,7hour_post,D3,Poplar,24
24,0,48,120,7hour_post,D3,Poplar,24
24,0.346,48,30,7hour_post,D3,Poplar,24
24,0.797,40,5,7hour_post,D3,Poplar,24
24,0.416,40,120,7hour_post,D3,Poplar,24
24,0.608,48,5,7hour_post,D3,Poplar,24
24,0.811,30,5,7hour_post,D3,Poplar,24
24,0.741,30,120,7hour_post,D3,Poplar,24
25,0.689,30,30,7hour_post,D4,Lomandra,12
25,0.728,40,30,7hour_post,D4,Lomandra,12
25,0.754,40,5,7hour_post,D4,Lomandra,12
25,0.549,40,120,7hour_post,D4,Lomandra,12
25,0.5,48,30,7hour_post,D4,Lomandra,12
25,0.753,30,5,7hour_post,D4,Lomandra,12
25,0.635,30,120,7hour_post,D4,Lomandra,12
25,0,48,120,7hour_post,D4,Lomandra,12
25,0.671,48,5,7hour_post,D4,Lomandra,12
26,0.77,40,30,7hour_post,D5,Euc,12
26,0.171,48,30,7hour_post,D5,Euc,12
26,0.804,40,5,7hour_post,D5,Euc,12
26,0.452,40,120,7hour_post,D5,Euc,12
26,0.081,48,120,7hour_post,D5,Euc,12
26,0.681,30,120,7hour_post,D5,Euc,12
26,0.787,30,5,7hour_post,D5,Euc,12
26,0.709,30,30,7hour_post,D5,Euc,12
26,0.474,48,5,7hour_post,D5,Euc,12
27,0.65,48,5,7hour_post,D6,Poplar,0
27,0.806,30,30,7hour_post,D6,Poplar,0
27,0.785,40,30,7hour_post,D6,Poplar,0
27,0.12,48,120,7hour_post,D6,Poplar,0
27,0.465,40,120,7hour_post,D6,Poplar,0
27,0.392,48,30,7hour_post,D6,Poplar,0
27,0.819,40,5,7hour_post,D6,Poplar,0
27,0.722,30,120,7hour_post,D6,Poplar,0
27,0.81,30,5,7hour_post,D6,Poplar,0
28,0.749,48,5,7hour_post,D7,Lomandra,24
28,0.777,30,5,7hour_post,D7,Lomandra,24
28,0.807,40,30,7hour_post,D7,Lomandra,24
28,0,48,120,7hour_post,D7,Lomandra,24
28,0.489,40,120,7hour_post,D7,Lomandra,24
28,0.811,40,5,7hour_post,D7,Lomandra,24
28,0.797,30,30,7hour_post,D7,Lomandra,24
28,0.528,48,30,7hour_post,D7,Lomandra,24
28,0.693,30,120,7hour_post,D7,Lomandra,24
29,0,48,120,7hour_post,E1,Euc,3
29,0.486,40,120,7hour_post,E1,Euc,3
29,0.481,48,5,7hour_post,E1,Euc,3
29,0.2,48,30,7hour_post,E1,Euc,3
29,0.783,30,30,7hour_post,E1,Euc,3
29,0.754,40,30,7hour_post,E1,Euc,3
29,0.796,30,120,7hour_post,E1,Euc,3
29,0.778,30,5,7hour_post,E1,Euc,3
29,0.794,40,5,7hour_post,E1,Euc,3
3,0.77,40,30,7hour_post,A3,Euc,12
3,0,48,120,7hour_post,A3,Euc,12
3,0.814,40,5,7hour_post,A3,Euc,12
3,0,48,30,7hour_post,A3,Euc,12
3,0.437,48,5,7hour_post,A3,Euc,12
3,0.781,30,120,7hour_post,A3,Euc,12
3,0.496,40,120,7hour_post,A3,Euc,12
3,0.819,30,30,7hour_post,A3,Euc,12
3,0.755,30,5,7hour_post,A3,Euc,12
30,0.711,40,30,7hour_post,E2,Lomandra,12
30,0.691,48,5,7hour_post,E2,Lomandra,12
30,0.762,30,30,7hour_post,E2,Lomandra,12
30,0.685,30,120,7hour_post,E2,Lomandra,12
30,0,48,120,7hour_post,E2,Lomandra,12
30,0.489,40,120,7hour_post,E2,Lomandra,12
30,0.762,30,5,7hour_post,E2,Lomandra,12
30,0.742,40,5,7hour_post,E2,Lomandra,12
30,0.378,48,30,7hour_post,E2,Lomandra,12
31,0.451,48,120,7hour_post,E3,Lomandra,3
31,0.751,40,30,7hour_post,E3,Lomandra,3
31,0.717,48,5,7hour_post,E3,Lomandra,3
31,0.748,30,30,7hour_post,E3,Lomandra,3
31,0.755,40,5,7hour_post,E3,Lomandra,3
31,0.767,30,120,7hour_post,E3,Lomandra,3
31,0.514,40,120,7hour_post,E3,Lomandra,3
31,0.755,30,5,7hour_post,E3,Lomandra,3
31,0.549,48,30,7hour_post,E3,Lomandra,3
32,0.755,40,30,7hour_post,E4,Lomandra,3
32,0.702,30,120,7hour_post,E4,Lomandra,3
32,0,48,120,7hour_post,E4,Lomandra,3
32,0.578,40,120,7hour_post,E4,Lomandra,3
32,0.731,30,30,7hour_post,E4,Lomandra,3
32,0.767,40,5,7hour_post,E4,Lomandra,3
32,0.71,48,5,7hour_post,E4,Lomandra,3
32,0.541,48,30,7hour_post,E4,Lomandra,3
32,0.774,30,5,7hour_post,E4,Lomandra,3
33,0.798,40,30,7hour_post,E5,Lomandra,24
33,0.767,40,5,7hour_post,E5,Lomandra,24
33,0.616,40,120,7hour_post,E5,Lomandra,24
33,0.739,30,120,7hour_post,E5,Lomandra,24
33,0.775,30,5,7hour_post,E5,Lomandra,24
33,0.732,30,30,7hour_post,E5,Lomandra,24
33,0,48,120,7hour_post,E5,Lomandra,24
33,0.661,48,5,7hour_post,E5,Lomandra,24
33,0.4,48,30,7hour_post,E5,Lomandra,24
34,0.79,40,5,7hour_post,E6,Euc,0
34,0.808,40,30,7hour_post,E6,Euc,0
34,0,48,120,7hour_post,E6,Euc,0
34,0.252,48,30,7hour_post,E6,Euc,0
34,0.444,40,120,7hour_post,E6,Euc,0
34,0.777,30,30,7hour_post,E6,Euc,0
34,0.722,30,120,7hour_post,E6,Euc,0
34,0.55,48,5,7hour_post,E6,Euc,0
34,0.798,30,5,7hour_post,E6,Euc,0
35,0.835,40,5,7hour_post,E7,Poplar,3
35,0.848,40,30,7hour_post,E7,Poplar,3
35,0.275,48,120,7hour_post,E7,Poplar,3
35,0.638,48,5,7hour_post,E7,Poplar,3
35,0.803,30,120,7hour_post,E7,Poplar,3
35,0.817,30,5,7hour_post,E7,Poplar,3
35,0.639,40,120,7hour_post,E7,Poplar,3
35,0.532,48,30,7hour_post,E7,Poplar,3
35,0.828,30,30,7hour_post,E7,Poplar,3
36,0.731,48,5,7hour_post,F1,Lomandra,0
36,0.811,40,30,7hour_post,F1,Lomandra,0
36,0,48,120,7hour_post,F1,Lomandra,0
36,0.762,40,5,7hour_post,F1,Lomandra,0
36,0.674,48,30,7hour_post,F1,Lomandra,0
36,0.771,30,30,7hour_post,F1,Lomandra,0
36,0.746,30,120,7hour_post,F1,Lomandra,0
36,0.773,30,5,7hour_post,F1,Lomandra,0
36,0.567,40,120,7hour_post,F1,Lomandra,0
37,0.812,40,5,7hour_post,F2,Poplar,12
37,0.644,48,5,7hour_post,F2,Poplar,12
37,0.814,40,30,7hour_post,F2,Poplar,12
37,0.209,48,120,7hour_post,F2,Poplar,12
