AOI,FvFm,Temp,Time,Measurement,Cell,Species,Collection
1,0,48,120,16hour_post,A1,Poplar,24
1,0.788,40,30,16hour_post,A1,Poplar,24
1,0.468,48,30,16hour_post,A1,Poplar,24
1,0.79,40,5,16hour_post,A1,Poplar,24
1,0.771,40,120,16hour_post,A1,Poplar,24
1,0.788,30,30,16hour_post,A1,Poplar,24
1,0.716,48,5,16hour_post,A1,Poplar,24
1,0.779,30,120,16hour_post,A1,Poplar,24
1,0.802,30,5,16hour_post,A1,Poplar,24
10,0.789,30,30,16hour_post,B3,Poplar,3
10,0.78,40,30,16hour_post,B3,Poplar,3
10,0.08,48,30,16hour_post,B3,Poplar,3
10,0.734,40,120,16hour_post,B3,Poplar,3
10,0.772,30,120,16hour_post,B3,Poplar,3
10,0.805,40,5,16hour_post,B3,Poplar,3
10,0,48,120,16hour_post,B3,Poplar,3
10,0.816,30,5,16hour_post,B3,Poplar,3
10,0.57,48,5,16hour_post,B3,Poplar,3
11,0.736,40,5,16hour_post,B4,Euc,12
11,0.769,30,30,16hour_post,B4,Euc,12
11,0,48,120,16hour_post,B4,Euc,12
11,0.651,40,30,16hour_post,B4,Euc,12
11,0,48,30,16hour_post,B4,Euc,12
11,0.533,40,120,16hour_post,B4,Euc,12
11,0.797,30,5,16hour_post,B4,Euc,12
11,0.713,30,120,16hour_post,B4,Euc,12
11,0.518,48,5,16hour_post,B4,Euc,12
12,0,48,120,16hour_post,B5,Lomandra,0
12,0.317,48,30,16hour_post,B5,Lomandra,0
12,0.754,40,5,16hour_post,B5,Lomandra,0
12,0.719,30,30,16hour_post,B5,Lomandra,0
12,0.706,48,5,16hour_post,B5,Lomandra,0
12,0.779,30,5,16hour_post,B5,Lomandra,0
12,0.761,40,30,16hour_post,B5,Lomandra,0
12,0.679,30,120,16hour_post,B5,Lomandra,0
12,0.614,40,120,16hour_post,B5,Lomandra,0
13,0.767,40,5,16hour_post,B6,Lomandra,3
13,0.374,48,120,16hour_post,B6,Lomandra,3
13,0.727,48,5,16hour_post,B6,Lomandra,3
13,0.586,48,30,16hour_post,B6,Lomandra,3
13,0.709,30,30,16hour_post,B6,Lomandra,3
13,0.71,40,120,16hour_post,B6,Lomandra,3
13,0.768,30,5,16hour_post,B6,Lomandra,3
13,0.724,40,30,16hour_post,B6,Lomandra,3
13,0.724,30,120,16hour_post,B6,Lomandra,3
14,0.633,48,30,16hour_post,B7,Lomandra,0
14,0.78,30,30,16hour_post,B7,Lomandra,0
14,0.785,40,5,16hour_post,B7,Lomandra,0
14,0.406,48,120,16hour_post,B7,Lomandra,0
14,0.761,48,5,16hour_post,B7,Lomandra,0
14,0.697,30,120,16hour_post,B7,Lomandra,0
14,0.758,30,5,16hour_post,B7,Lomandra,0
14,0.786,40,30,16hour_post,B7,Lomandra,0
14,0.678,40,120,16hour_post,B7,Lomandra,0
15,0.22,48,120,16hour_post,C1,Poplar,24
15,0.792,30,120,16hour_post,C1,Poplar,24
15,0.669,48,5,16hour_post,C1,Poplar,24
15,0.42,48,30,16hour_post,C1,Poplar,24
15,0.788,40,5,16hour_post,C1,Poplar,24
15,0.797,30,30,16hour_post,C1,Poplar,24
15,0.818,30,5,16hour_post,C1,Poplar,24
15,0.795,40,30,16hour_post,C1,Poplar,24
15,0.684,40,120,16hour_post,C1,Poplar,24
16,0.756,30,30,16hour_post,C2,Euc,3
16,0.756,30,120,16hour_post,C2,Euc,3
16,0.796,30,5,16hour_post,C2,Euc,3
16,0,48,30,16hour_post,C2,Euc,3
16,0,48,120,16hour_post,C2,Euc,3
16,0.528,48,5,16hour_post,C2,Euc,3
16,0.77,40,5,16hour_post,C2,Euc,3
16,0.537,40,120,16hour_post,C2,Euc,3
16,0.72,40,30,16hour_post,C2,Euc,3
17,0,48,120,16hour_post,C3,Lomandra,12
17,0.682,30,30,16hour_post,C3,Lomandra,12
17,0.627,30,120,16hour_post,C3,Lomandra,12
17,0.659,40,120,16hour_post,C3,Lomandra,12
17,0.345,48,30,16hour_post,C3,Lomandra,12
17,0.71,40,5,16hour_post,C3,Lomandra,12
17,0.745,30,5,16hour_post,C3,Lomandra,12
17,0.688,48,5,16hour_post,C3,Lomandra,12
17,0.666,40,30,16hour_post,C3,Lomandra,12
18,0.739,30,30,16hour_post,C4,Euc,0
18,0,48,120,16hour_post,C4,Euc,0
18,0.757,40,5,16hour_post,C4,Euc,0
18,0.493,48,5,16hour_post,C4,Euc,0
18,0.585,40,120,16hour_post,C4,Euc,0
18,0.087,48,30,16hour_post,C4,Euc,0
18,0.645,30,120,16hour_post,C4,Euc,0
18,0.684,40,30,16hour_post,C4,Euc,0
18,0.783,30,5,16hour_post,C4,Euc,0
19,0.784,30,30,16hour_post,C5,Poplar,0
19,0.712,40,120,16hour_post,C5,Poplar,0
19,0,48,120,16hour_post,C5,Poplar,0
19,0.792,40,5,16hour_post,C5,Poplar,0
19,0.805,30,5,16hour_post,C5,Poplar,0
19,0.607,48,5,16hour_post,C5,Poplar,0
19,0.105,48,30,16hour_post,C5,Poplar,0
19,0.677,30,120,16hour_post,C5,Poplar,0
19,0.765,40,30,16hour_post,C5,Poplar,0
2,0.751,40,5,16hour_post,A2,Lomandra,24
2,0.727,40,30,16hour_post,A2,Lomandra,24
2,0.754,30,30,16hour_post,A2,Lomandra,24
2,0.789,30,5,16hour_post,A2,Lomandra,24
2,0.418,48,30,16hour_post,A2,Lomandra,24
2,0.669,40,120,16hour_post,A2,Lomandra,24
2,0.624,48,120,16hour_post,A2,Lomandra,24
2,0.718,48,5,16hour_post,A2,Lomandra,24
2,0.692,30,120,16hour_post,A2,Lomandra,24
20,0,40,120,16hour_post,C6,Euc,24
20,0,48,120,16hour_post,C6,Euc,24
20,0.483,48,5,16hour_post,C6,Euc,24
20,0.733,40,30,16hour_post,C6,Euc,24
20,0.08,48,30,16hour_post,C6,Euc,24
20,0.767,30,30,16hour_post,C6,Euc,24
20,0.603,30,120,16hour_post,C6,Euc,24
20,0.772,40,5,16hour_post,C6,Euc,24
20,0.762,30,5,16hour_post,C6,Euc,24
21,0.615,48,5,16hour_post,C7,Poplar,0
21,0.776,30,30,16hour_post,C7,Poplar,0
21,0.302,48,30,16hour_post,C7,Poplar,0
21,0.719,40,120,16hour_post,C7,Poplar,0
21,0.79,40,5,16hour_post,C7,Poplar,0
21,0.815,30,5,16hour_post,C7,Poplar,0
21,0.782,40,30,16hour_post,C7,Poplar,0
21,0.051,48,120,16hour_post,C7,Poplar,0
21,0.724,30,120,16hour_post,C7,Poplar,0
22,0,48,120,16hour_post,D1,Euc,0
22,0.562,48,5,16hour_post,D1,Euc,0
22,0.527,40,120,16hour_post,D1,Euc,0
22,0.703,30,30,16hour_post,D1,Euc,0
22,0.773,40,5,16hour_post,D1,Euc,0
22,0.788,30,5,16hour_post,D1,Euc,0
22,0.757,40,30,16hour_post,D1,Euc,0
22,0.146,48,30,16hour_post,D1,Euc,0
22,0.771,30,120,16hour_post,D1,Euc,0
23,0.706,30,120,16hour_post,D2,Lomandra,12
23,0.541,48,30,16hour_post,D2,Lomandra,12
23,0.418,48,120,16hour_post,D2,Lomandra,12
23,0.697,48,5,16hour_post,D2,Lomandra,12
23,0.761,30,5,16hour_post,D2,Lomandra,12
23,0.704,40,5,16hour_post,D2,Lomandra,12
23,0.566,40,120,16hour_post,D2,Lomandra,12
23,0.718,30,30,16hour_post,D2,Lomandra,12
23,0.678,40,30,16hour_post,D2,Lomandra,12
24,0.739,30,120,16hour_post,D3,Poplar,24
24,0.804,30,5,16hour_post,D3,Poplar,24
24,0.612,48,5,16hour_post,D3,Poplar,24
24,0,48,120,16hour_post,D3,Poplar,24
24,0.766,30,30,16hour_post,D3,Poplar,24
24,0.778,40,5,16hour_post,D3,Poplar,24
24,0.585,40,120,16hour_post,D3,Poplar,24
24,0.748,40,30,16hour_post,D3,Poplar,24
24,0.247,48,30,16hour_post,D3,Poplar,24
25,0.673,48,5,16hour_post,D4,Lomandra,12
25,0,48,120,16hour_post,D4,Lomandra,12
25,0.602,30,120,16hour_post,D4,Lomandra,12
25,0.715,40,5,16hour_post,D4,Lomandra,12
25,0.579,40,120,16hour_post,D4,Lomandra,12
25,0.667,30,30,16hour_post,D4,Lomandra,12
25,0.744,30,5,16hour_post,D4,Lomandra,12
25,0.553,48,30,16hour_post,D4,Lomandra,12
25,0.652,40,30,16hour_post,D4,Lomandra,12
26,0.781,40,5,16hour_post,D5,Euc,12
26,0,48,120,16hour_post,D5,Euc,12
26,0.674,30,120,16hour_post,D5,Euc,12
26,0.787,30,5,16hour_post,D5,Euc,12
26,0.52,48,5,16hour_post,D5,Euc,12
26,0.491,40,120,16hour_post,D5,Euc,12
26,0.678,30,30,16hour_post,D5,Euc,12
26,0.756,40,30,16hour_post,D5,Euc,12
26,0,48,30,16hour_post,D5,Euc,12
27,0.704,30,120,16hour_post,D6,Poplar,0
27,0.784,30,30,16hour_post,D6,Poplar,0
27,0.811,30,5,16hour_post,D6,Poplar,0
27,0,48,120,16hour_post,D6,Poplar,0
27,0.795,40,5,16hour_post,D6,Poplar,0
27,0.656,40,120,16hour_post,D6,Poplar,0
27,0.748,40,30,16hour_post,D6,Poplar,0
27,0.271,48,30,16hour_post,D6,Poplar,0
27,0.607,48,5,16hour_post,D6,Poplar,0
28,0.757,40,30,16hour_post,D7,Lomandra,24
28,0.605,40,120,16hour_post,D7,Lomandra,24
28,0.79,40,5,16hour_post,D7,Lomandra,24
28,0,48,120,16hour_post,D7,Lomandra,24
28,0.68,30,120,16hour_post,D7,Lomandra,24
28,0.781,30,5,16hour_post,D7,Lomandra,24
28,0.751,48,5,16hour_post,D7,Lomandra,24
28,0.495,48,30,16hour_post,D7,Lomandra,24
28,0.785,30,30,16hour_post,D7,Lomandra,24
29,0,48,120,16hour_post,E1,Euc,3
29,0.785,30,120,16hour_post,E1,Euc,3
29,0.789,30,5,16hour_post,E1,Euc,3
29,0.122,48,30,16hour_post,E1,Euc,3
29,0.538,48,5,16hour_post,E1,Euc,3
29,0.775,40,30,16hour_post,E1,Euc,3
29,0.617,40,120,16hour_post,E1,Euc,3
29,0.775,40,5,16hour_post,E1,Euc,3
29,0.773,30,30,16hour_post,E1,Euc,3
3,0.772,40,5,16hour_post,A3,Euc,12
3,0,48,30,16hour_post,A3,Euc,12
3,0,48,120,16hour_post,A3,Euc,12
3,0.388,48,5,16hour_post,A3,Euc,12
3,0.77,30,120,16hour_post,A3,Euc,12
3,0.69,30,5,16hour_post,A3,Euc,12
3,0.616,40,120,16hour_post,A3,Euc,12
3,0.789,30,30,16hour_post,A3,Euc,12
3,0.736,40,30,16hour_post,A3,Euc,12
30,0.737,30,30,16hour_post,E2,Lomandra,12
30,0.342,48,120,16hour_post,E2,Lomandra,12
30,0.662,30,120,16hour_post,E2,Lomandra,12
30,0.763,30,5,16hour_post,E2,Lomandra,12
30,0.712,40,5,16hour_post,E2,Lomandra,12
30,0.548,40,120,16hour_post,E2,Lomandra,12
30,0.42,48,30,16hour_post,E2,Lomandra,12
30,0.685,48,5,16hour_post,E2,Lomandra,12
30,0.675,40,30,16hour_post,E2,Lomandra,12
31,0.533,48,120,16hour_post,E3,Lomandra,3
31,0.553,40,120,16hour_post,E3,Lomandra,3
31,0.708,40,30,16hour_post,E3,Lomandra,3
31,0.724,30,120,16hour_post,E3,Lomandra,3
31,0.718,40,5,16hour_post,E3,Lomandra,3
31,0.61,48,30,16hour_post,E3,Lomandra,3
31,0.706,48,5,16hour_post,E3,Lomandra,3
31,0.75,30,5,16hour_post,E3,Lomandra,3
31,0.72,30,30,16hour_post,E3,Lomandra,3
32,0.669,30,120,16hour_post,E4,Lomandra,3
32,0.736,40,5,16hour_post,E4,Lomandra,3
32,0.698,48,5,16hour_post,E4,Lomandra,3
32,0.684,40,30,16hour_post,E4,Lomandra,3
32,0.771,30,5,16hour_post,E4,Lomandra,3
32,0.569,48,30,16hour_post,E4,Lomandra,3
32,0,48,120,16hour_post,E4,Lomandra,3
32,0.701,30,30,16hour_post,E4,Lomandra,3
32,0.63,40,120,16hour_post,E4,Lomandra,3
33,0,48,120,16hour_post,E5,Lomandra,24
33,0.679,48,5,16hour_post,E5,Lomandra,24
33,0.739,40,5,16hour_post,E5,Lomandra,24
33,0.777,30,5,16hour_post,E5,Lomandra,24
33,0.704,30,30,16hour_post,E5,Lomandra,24
33,0.711,30,120,16hour_post,E5,Lomandra,24
33,0.418,48,30,16hour_post,E5,Lomandra,24
33,0.664,40,120,16hour_post,E5,Lomandra,24
33,0.74,40,30,16hour_post,E5,Lomandra,24
34,0.761,30,5,16hour_post,E6,Euc,0
34,0.614,30,120,16hour_post,E6,Euc,0
34,0.569,48,5,16hour_post,E6,Euc,0
34,0,48,120,16hour_post,E6,Euc,0
34,0.541,40,120,16hour_post,E6,Euc,0
34,0.764,30,30,16hour_post,E6,Euc,0
34,0.772,40,5,16hour_post,E6,Euc,0
34,0.185,48,30,16hour_post,E6,Euc,0
34,0.741,40,30,16hour_post,E6,Euc,0
35,0.126,48,120,16hour_post,E7,Poplar,3
35,0.814,30,30,16hour_post,E7,Poplar,3
35,0.816,40,5,16hour_post,E7,Poplar,3
35,0.787,30,120,16hour_post,E7,Poplar,3
35,0.4,48,30,16hour_post,E7,Poplar,3
35,0.822,30,5,16hour_post,E7,Poplar,3
35,0.609,48,5,16hour_post,E7,Poplar,3
35,0.725,40,120,16hour_post,E7,Poplar,3
35,0.806,40,30,16hour_post,E7,Poplar,3
36,0.73,30,120,16hour_post,F1,Lomandra,0
36,0.743,40,5,16hour_post,F1,Lomandra,0
36,0.36,48,120,16hour_post,F1,Lomandra,0
36,0.746,30,30,16hour_post,F1,Lomandra,0
36,0.713,48,30,16hour_post,F1,Lomandra,0
36,0.637,40,120,16hour_post,F1,Lomandra,0
36,0.775,40,30,16hour_post,F1,Lomandra,0
36,0.771,30,5,16hour_post,F1,Lomandra,0
36,0.731,48,5,16hour_post,F1,Lomandra,0
37,0.794,30,120,16hour_post,F2,Poplar,12
37,0.106,48,120,16hour_post,F2,Poplar,12
37,0.789,40,5,16hour_post,F2,Poplar,12
37,0.361,48,30,16hour_post,F2,Poplar,12
37,0.796,30,30,16hour_post,F2,Poplar,12
37,0.619,48,5,16hour_post,F2,Poplar,12
37,0.8,30,5,16hour_post,F2,Poplar,12
37,0.672,40,120,16hour_post,F2,Poplar,12
37,0.78,40,30,16hour_post,F2,Poplar,12
38,0.367,48,120,16hour_post,F3,Lomandra,3
38,0.629,48,30,16hour_post,F3,Lomandra,3
38,0.69,30,120,16hour_post,F3,Lomandra,3
38,0.769,40,5,16hour_post,F3,Lomandra,3
38,0.767,30,30,16hour_post,F3,Lomandra,3
38,0.638,40,120,16hour_post,F3,Lomandra,3
38,0.751,40,30,16hour_post,F3,Lomandra,3
38,0.788,30,5,16hour_post,F3,Lomandra,3
38,0.712,48,5,16hour_post,F3,Lomandra,3
39,0.763,30,120,16hour_post,F4,Euc,12
39,0.683,30,30,16hour_post,F4,Euc,12
39,0.725,40,5,16hour_post,F4,Euc,12
39,0,48,120,16hour_post,F4,Euc,12
39,0.44,40,120,16hour_post,F4,Euc,12
39,0.35,48,5,16hour_post,F4,Euc,12
39,0.751,40,30,16hour_post,F4,Euc,12
39,0.098,48,30,16hour_post,F4,Euc,12
39,0.748,30,5,16hour_post,F4,Euc,12
4,0.774,30,120,16hour_post,A4,Poplar,12
4,0.784,40,5,16hour_post,A4,Poplar,12
4,0.784,30,30,16hour_post,A4,Poplar,12
4,0.769,40,30,16hour_post,A4,Poplar,12
4,0.814,30,5,16hour_post,A4,Poplar,12
4,0.735,40,120,16hour_post,A4,Poplar,12
4,0,48,120,16hour_post,A4,Poplar,12
4,0.614,48,5,16hour_post,A4,Poplar,12
4,0.168,48,30,16hour_post,A4,Poplar,12
40,0.803,40,5,16hour_post,F5,Poplar,3
40,0.155,48,30,16hour_post,F5,Poplar,3
40,0.802,30,30,16hour_post,F5,Poplar,3
40,0,48,120,16hour_post,F5,Poplar,3
40,0.585,48,5,16hour_post,F5,Poplar,3
40,0.824,30,5,16hour_post,F5,Poplar,3
40,0.786,30,120,16hour_post,F5,Poplar,3
40,0.798,40,30,16hour_post,F5,Poplar,3
40,0.717,40,120,16hour_post,F5,Poplar,3
41,0.796,40,5,16hour_post,F6,Poplar,0
41,0,48,120,16hour_post,F6,Poplar,0
41,0.82,30,5,16hour_post,F6,Poplar,0
41,0.615,48,5,16hour_post,F6,Poplar,0
41,0.759,30,120,16hour_post,F6,Poplar,0
41,0.338,48,30,16hour_post,F6,Poplar,0
41,0.79,30,30,16hour_post,F6,Poplar,0
41,0.797,40,30,16hour_post,F6,Poplar,0
41,0.562,40,120,16hour_post,F6,Poplar,0
42,0.219,48,30,16hour_post,F7,Euc,24
42,0.788,40,5,16hour_post,F7,Euc,24
42,0.798,30,30,16hour_post,F7,Euc,24
42,0,48,120,16hour_post,F7,Euc,24
42,0.611,48,5,16hour_post,F7,Euc,24
42,0.713,30,120,16hour_post,F7,Euc,24
42,0.771,40,30,16hour_post,F7,Euc,24
42,0.504,40,120,16hour_post,F7,Euc,24
42,0.816,30,5,16hour_post,F7,Euc,24
43,0.749,40,5,16hour_post,G1,Lomandra,0
43,0.742,48,5,16hour_post,G1,Lomandra,0
43,0.403,48,120,16hour_post,G1,Lomandra,0
43,0.603,48,30,16hour_post,G1,Lomandra,0
43,0.782,30,120,16hour_post,G1,Lomandra,0
43,0.687,40,120,16hour_post,G1,Lomandra,0
43,0.79,30,5,16hour_post,G1,Lomandra,0
43,0.782,30,30,16hour_post,G1,Lomandra,0
43,0.761,40,30,16hour_post,G1,Lomandra,0
44,0,48,120,16hour_post,G2,Euc,3
