"","X","AOI","Temp","Time","Cell","Species","Recovery","Day","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample","Species_sample"
"855",855,6,35,60,"A6","Lomandra longifolia","Light",1,0.67,0.773,0.684,0.866752910737387,45,"Lomandra longifolia_45"
"856",856,7,44,30,"B1","Lomandra longifolia","Light",1,0.726,0.749,0.656,0.969292389853137,46,"Lomandra longifolia_46"
"857",857,7,52,15,"B1","Lomandra longifolia","Light",1,0.203,0.79,0.257,0.256962025316456,46,"Lomandra longifolia_46"
"858",858,7,52,30,"B1","Lomandra longifolia","Light",1,0.184,0.743,0.089,0.24764468371467,46,"Lomandra longifolia_46"
"859",859,7,40,60,"B1","Lomandra longifolia","Light",1,0.721,0.803,0.805,0.897882938978829,46,"Lomandra longifolia_46"
"860",860,7,40,30,"B1","Lomandra longifolia","Light",1,0.744,0.772,0.679,0.963730569948187,46,"Lomandra longifolia_46"
"861",861,7,48,60,"B1","Lomandra longifolia","Light",1,0.583,0.781,0.33,0.746478873239437,46,"Lomandra longifolia_46"
"862",862,7,48,5,"B1","Lomandra longifolia","Light",1,0.739,0.796,NA,0.928391959798995,46,"Lomandra longifolia_46"
"863",863,7,44,15,"B1","Lomandra longifolia","Light",1,0.771,0.789,0.684,0.977186311787072,46,"Lomandra longifolia_46"
"864",864,7,44,60,"B1","Lomandra longifolia","Light",1,0.741,0.772,0.582,0.959844559585492,46,"Lomandra longifolia_46"
"865",865,7,35,120,"B1","Lomandra longifolia","Light",1,0.759,0.834,0.713,0.910071942446043,46,"Lomandra longifolia_46"
"866",866,7,44,120,"B1","Lomandra longifolia","Light",1,0.751,0.805,0.561,0.932919254658385,46,"Lomandra longifolia_46"
"867",867,7,44,5,"B1","Lomandra longifolia","Light",1,0.76,0.772,0.702,0.984455958549223,46,"Lomandra longifolia_46"
"868",868,7,30,60,"B1","Lomandra longifolia","Light",1,0.78,0.811,0.725,0.961775585696671,46,"Lomandra longifolia_46"
"869",869,7,48,30,"B1","Lomandra longifolia","Light",1,0.624,0.794,0.424,0.785894206549118,46,"Lomandra longifolia_46"
"870",870,7,40,120,"B1","Lomandra longifolia","Light",1,0.723,0.8,0.65,0.90375,46,"Lomandra longifolia_46"
"871",871,7,35,30,"B1","Lomandra longifolia","Light",1,0.762,0.813,0.721,0.937269372693727,46,"Lomandra longifolia_46"
"872",872,7,52,5,"B1","Lomandra longifolia","Light",1,0.467,0.814,0.425,0.573710073710074,46,"Lomandra longifolia_46"
"873",873,7,35,60,"B1","Lomandra longifolia","Light",1,0.642,0.764,0.659,0.840314136125654,46,"Lomandra longifolia_46"
"874",874,7,40,15,"B1","Lomandra longifolia","Light",1,0.785,0.83,0.742,0.945783132530121,46,"Lomandra longifolia_46"
"875",875,8,44,30,"B2","Eucalyptus pauciflora","Light",1,0.769,0.817,0.594,0.94124847001224,47,"Eucalyptus pauciflora_47"
"876",876,8,40,30,"B2","Eucalyptus pauciflora","Light",1,0.626,0.797,0.486,0.785445420326223,47,"Eucalyptus pauciflora_47"
"877",877,8,44,15,"B2","Eucalyptus pauciflora","Light",1,0.746,0.803,0.59,0.929016189290162,47,"Eucalyptus pauciflora_47"
"878",878,8,40,60,"B2","Eucalyptus pauciflora","Light",1,0.67,0.841,0.652,0.79667063020214,47,"Eucalyptus pauciflora_47"
"879",879,8,44,60,"B2","Eucalyptus pauciflora","Light",1,0,0.81,0,0,47,"Eucalyptus pauciflora_47"
"880",880,8,48,60,"B2","Eucalyptus pauciflora","Light",1,0.146,0.798,0.072,0.182957393483709,47,"Eucalyptus pauciflora_47"
"881",881,8,44,120,"B2","Eucalyptus pauciflora","Light",1,0,0.817,0,0,47,"Eucalyptus pauciflora_47"
"882",882,8,44,5,"B2","Eucalyptus pauciflora","Light",1,0.711,0.799,0.576,0.889862327909887,47,"Eucalyptus pauciflora_47"
"883",883,8,48,30,"B2","Eucalyptus pauciflora","Light",1,0,0.818,0,0,47,"Eucalyptus pauciflora_47"
"884",884,8,48,5,"B2","Eucalyptus pauciflora","Light",1,0.432,0.821,NA,0.526187576126675,47,"Eucalyptus pauciflora_47"
"885",885,8,30,60,"B2","Eucalyptus pauciflora","Light",1,0.737,0.832,0.68,0.885817307692308,47,"Eucalyptus pauciflora_47"
"886",886,8,40,15,"B2","Eucalyptus pauciflora","Light",1,0.796,0.846,0.749,0.940898345153664,47,"Eucalyptus pauciflora_47"
"887",887,8,52,30,"B2","Eucalyptus pauciflora","Light",1,0,0.8,0,0,47,"Eucalyptus pauciflora_47"
"888",888,8,52,15,"B2","Eucalyptus pauciflora","Light",1,0,0.821,0.082,0,47,"Eucalyptus pauciflora_47"
"889",889,8,52,5,"B2","Eucalyptus pauciflora","Light",1,0,0.818,0,0,47,"Eucalyptus pauciflora_47"
"890",890,8,40,120,"B2","Eucalyptus pauciflora","Light",1,0.7,0.81,0.691,0.864197530864197,47,"Eucalyptus pauciflora_47"
"891",891,8,35,120,"B2","Eucalyptus pauciflora","Light",1,0.627,0.838,0.705,0.748210023866348,47,"Eucalyptus pauciflora_47"
"892",892,8,35,60,"B2","Eucalyptus pauciflora","Light",1,0.74,0.806,0.687,0.918114143920595,47,"Eucalyptus pauciflora_47"
"893",893,8,35,30,"B2","Eucalyptus pauciflora","Light",1,0.741,0.829,0.77,0.893848009650181,47,"Eucalyptus pauciflora_47"
"894",894,9,30,60,"B3","Vicia faba","Light",1,0.797,0.83,0.766,0.960240963855422,48,"Vicia faba_48"
"895",895,9,48,30,"B3","Vicia faba","Light",1,0,0.806,0,0,48,"Vicia faba_48"
"896",896,9,35,120,"B3","Vicia faba","Light",1,0.736,0.828,0.67,0.888888888888889,48,"Vicia faba_48"
"897",897,9,44,120,"B3","Vicia faba","Light",1,0,0.803,0,0,48,"Vicia faba_48"
"898",898,9,35,60,"B3","Vicia faba","Light",1,0.745,0.803,0.718,0.927770859277709,48,"Vicia faba_48"
"899",899,9,35,30,"B3","Vicia faba","Light",1,0.775,0.81,0.762,0.95679012345679,48,"Vicia faba_48"
"900",900,9,44,15,"B3","Vicia faba","Light",1,0.147,0.798,0.095,0.184210526315789,48,"Vicia faba_48"
"901",901,9,40,120,"B3","Vicia faba","Light",1,0.311,0.808,0.286,0.38490099009901,48,"Vicia faba_48"
"902",902,9,48,5,"B3","Vicia faba","Light",1,0.072,0.812,NA,0.0886699507389162,48,"Vicia faba_48"
"903",903,9,44,5,"B3","Vicia faba","Light",1,0.404,0.813,0.389,0.496924969249693,48,"Vicia faba_48"
"904",904,9,48,60,"B3","Vicia faba","Light",1,0,0.794,0,0,48,"Vicia faba_48"
"905",905,9,40,15,"B3","Vicia faba","Light",1,0.74,0.831,0.612,0.890493381468111,48,"Vicia faba_48"
"906",906,9,40,30,"B3","Vicia faba","Light",1,0.734,0.814,0.636,0.901719901719902,48,"Vicia faba_48"
"907",907,9,44,60,"B3","Vicia faba","Light",1,0.185,0.812,0,0.227832512315271,48,"Vicia faba_48"
"908",908,9,44,30,"B3","Vicia faba","Light",1,0.128,0.796,0.122,0.160804020100503,48,"Vicia faba_48"
"909",909,9,52,15,"B3","Vicia faba","Light",1,0,0.811,0,0,48,"Vicia faba_48"
"910",910,9,40,60,"B3","Vicia faba","Light",1,0.56,0.829,0.671,0.675512665862485,48,"Vicia faba_48"
"911",911,9,52,5,"B3","Vicia faba","Light",1,0,0.814,0,0,48,"Vicia faba_48"
"912",912,9,52,30,"B3","Vicia faba","Light",1,0,0.801,0,0,48,"Vicia faba_48"
"913",913,1,30,120,"A1","Vicia faba","Light",2,0.783,0.829,0.783,0.944511459589867,1,"Vicia faba_1"
"914",914,1,30,30,"A1","Vicia faba","Light",2,0.826,0.843,0.801,0.979833926453143,1,"Vicia faba_1"
"915",915,1,56,5,"A1","Vicia faba","Light",2,0,0.819,0,0,1,"Vicia faba_1"
"916",916,1,35,15,"A1","Vicia faba","Light",2,0.798,0.831,0.789,0.96028880866426,1,"Vicia faba_1"
"917",917,1,56,15,"A1","Vicia faba","Light",2,0,0.835,0,0,1,"Vicia faba_1"
"918",918,1,35,30,"A1","Vicia faba","Light",2,0.79,0.829,0.787,0.952955367913148,1,"Vicia faba_1"
"919",919,1,52,5,"A1","Vicia faba","Light",2,0,0.837,0,0,1,"Vicia faba_1"
"920",920,1,48,120,"A1","Vicia faba","Light",2,0,0.837,0,0,1,"Vicia faba_1"
"921",921,1,40,60,"A1","Vicia faba","Light",2,0.443,0.854,0.402,0.518735362997658,1,"Vicia faba_1"
"922",922,1,40,15,"A1","Vicia faba","Light",2,0.754,0.796,0.654,0.947236180904523,1,"Vicia faba_1"
"923",923,1,52,60,"A1","Vicia faba","Light",2,0,0.835,0,0,1,"Vicia faba_1"
"924",924,1,30,15,"A1","Vicia faba","Light",2,0.805,0.854,0.814,0.942622950819672,1,"Vicia faba_1"
"925",925,1,48,15,"A1","Vicia faba","Light",2,0,0.813,0.087,0,1,"Vicia faba_1"
"926",926,1,35,5,"A1","Vicia faba","Light",2,0.845,NA,0.829,NA,1,"Vicia faba_1"
"927",927,1,40,5,"A1","Vicia faba","Light",2,0.8,0.834,0.747,0.959232613908873,1,"Vicia faba_1"
"928",928,10,30,120,"B4","Lomandra longifolia","Light",2,0.66,0.788,0.586,0.83756345177665,2,"Lomandra longifolia_2"
"929",929,10,35,30,"B4","Lomandra longifolia","Light",2,0.755,0.804,0.739,0.939054726368159,2,"Lomandra longifolia_2"
"930",930,10,30,30,"B4","Lomandra longifolia","Light",2,0.754,0.808,0.677,0.933168316831683,2,"Lomandra longifolia_2"
"931",931,10,40,15,"B4","Lomandra longifolia","Light",2,0.738,0.77,0.678,0.958441558441558,2,"Lomandra longifolia_2"
"932",932,10,48,120,"B4","Lomandra longifolia","Light",2,0.239,0.772,0,0.309585492227979,2,"Lomandra longifolia_2"
"933",933,10,48,15,"B4","Lomandra longifolia","Light",2,0.661,0.771,0.198,0.857328145265889,2,"Lomandra longifolia_2"
"934",934,10,56,15,"B4","Lomandra longifolia","Light",2,0,0.817,0.076,0,2,"Lomandra longifolia_2"
"935",935,10,35,5,"B4","Lomandra longifolia","Light",2,0.82,NA,0.777,NA,2,"Lomandra longifolia_2"
"936",936,10,30,15,"B4","Lomandra longifolia","Light",2,0.725,0.814,0.668,0.890663390663391,2,"Lomandra longifolia_2"
"937",937,10,40,60,"B4","Lomandra longifolia","Light",2,0.747,0.827,0.644,0.903264812575574,2,"Lomandra longifolia_2"
"938",938,10,52,5,"B4","Lomandra longifolia","Light",2,0.473,0.774,0.345,0.611111111111111,2,"Lomandra longifolia_2"
"939",939,10,35,15,"B4","Lomandra longifolia","Light",2,0.736,0.803,0.691,0.916562889165629,2,"Lomandra longifolia_2"
"940",940,10,56,5,"B4","Lomandra longifolia","Light",2,0,0.801,0,0,2,"Lomandra longifolia_2"
"941",941,10,40,5,"B4","Lomandra longifolia","Light",2,0.746,0.816,0.749,0.91421568627451,2,"Lomandra longifolia_2"
"942",942,10,52,60,"B4","Lomandra longifolia","Light",2,0.087,0.805,0.067,0.108074534161491,2,"Lomandra longifolia_2"
"943",943,11,40,15,"B5","Vicia faba","Light",2,0.731,0.803,0.621,0.910336239103362,3,"Vicia faba_3"
"944",944,11,48,120,"B5","Vicia faba","Light",2,0,0.838,0,0,3,"Vicia faba_3"
"945",945,11,40,60,"B5","Vicia faba","Light",2,0.388,0.855,0.351,0.453801169590643,3,"Vicia faba_3"
"946",946,11,30,120,"B5","Vicia faba","Light",2,0.761,0.825,0.731,0.922424242424242,3,"Vicia faba_3"
"947",947,11,56,5,"B5","Vicia faba","Light",2,0,0.789,0,0,3,"Vicia faba_3"
"948",948,11,56,15,"B5","Vicia faba","Light",2,0,0.837,0,0,3,"Vicia faba_3"
"949",949,11,30,15,"B5","Vicia faba","Light",2,0.778,0.84,0.764,0.926190476190476,3,"Vicia faba_3"
"950",950,11,48,15,"B5","Vicia faba","Light",2,0,0.806,0,0,3,"Vicia faba_3"
"951",951,11,30,30,"B5","Vicia faba","Light",2,0.809,0.831,0.787,0.97352587244284,3,"Vicia faba_3"
"952",952,11,35,30,"B5","Vicia faba","Light",2,0.767,0.831,0.803,0.922984356197353,3,"Vicia faba_3"
"953",953,11,52,5,"B5","Vicia faba","Light",2,0,0.827,0,0,3,"Vicia faba_3"
"954",954,11,35,15,"B5","Vicia faba","Light",2,0.789,0.821,0.772,0.961023142509135,3,"Vicia faba_3"
"955",955,11,40,5,"B5","Vicia faba","Light",2,0.785,0.84,0.708,0.93452380952381,3,"Vicia faba_3"
"956",956,11,52,60,"B5","Vicia faba","Light",2,0,0.835,0,0,3,"Vicia faba_3"
"957",957,11,35,5,"B5","Vicia faba","Light",2,0.834,NA,0.82,NA,3,"Vicia faba_3"
"958",958,12,30,15,"B6","Vicia faba","Light",2,0.797,0.846,0.786,0.942080378250591,4,"Vicia faba_4"
"959",959,12,35,30,"B6","Vicia faba","Light",2,0.745,0.823,0.791,0.905224787363305,4,"Vicia faba_4"
"960",960,12,30,30,"B6","Vicia faba","Light",2,0.806,0.828,0.776,0.973429951690821,4,"Vicia faba_4"
"961",961,12,30,120,"B6","Vicia faba","Light",2,0.768,0.823,0.749,0.933171324422843,4,"Vicia faba_4"
"962",962,12,40,15,"B6","Vicia faba","Light",2,0.688,0.813,0.673,0.846248462484625,4,"Vicia faba_4"
"963",963,12,35,15,"B6","Vicia faba","Light",2,0.767,0.821,0.775,0.934226552984166,4,"Vicia faba_4"
"964",964,12,56,5,"B6","Vicia faba","Light",2,0,0.817,0,0,4,"Vicia faba_4"
"965",965,12,40,5,"B6","Vicia faba","Light",2,0.789,0.846,0.762,0.932624113475177,4,"Vicia faba_4"
"966",966,12,35,5,"B6","Vicia faba","Light",2,0.838,NA,0.82,NA,4,"Vicia faba_4"
"967",967,12,52,5,"B6","Vicia faba","Light",2,0,0.826,0,0,4,"Vicia faba_4"
"968",968,12,56,15,"B6","Vicia faba","Light",2,0,0.835,0,0,4,"Vicia faba_4"
"969",969,12,48,120,"B6","Vicia faba","Light",2,0,0.835,0,0,4,"Vicia faba_4"
"970",970,12,48,15,"B6","Vicia faba","Light",2,0,0.811,0,0,4,"Vicia faba_4"
"971",971,12,40,60,"B6","Vicia faba","Light",2,0.409,0.854,0.381,0.478922716627635,4,"Vicia faba_4"
"972",972,12,52,60,"B6","Vicia faba","Light",2,0,0.836,0,0,4,"Vicia faba_4"
"973",973,13,52,5,"C1","Populus nigra","Light",2,0.126,0.845,0.416,0.149112426035503,5,"Populus nigra_5"
"974",974,13,48,120,"C1","Populus nigra","Light",2,0,0.846,0,0,5,"Populus nigra_5"
"975",975,13,48,15,"C1","Populus nigra","Light",2,0.433,0.836,0.377,0.517942583732057,5,"Populus nigra_5"
"976",976,13,35,30,"C1","Populus nigra","Light",2,0.817,0.853,0.815,0.957796014067995,5,"Populus nigra_5"
"977",977,13,52,60,"C1","Populus nigra","Light",2,0,0.843,0,0,5,"Populus nigra_5"
"978",978,13,30,30,"C1","Populus nigra","Light",2,0.8,0.834,0.755,0.959232613908873,5,"Populus nigra_5"
"979",979,13,56,15,"C1","Populus nigra","Light",2,0,0.851,0,0,5,"Populus nigra_5"
"980",980,13,35,5,"C1","Populus nigra","Light",2,0.858,NA,0.842,NA,5,"Populus nigra_5"
"981",981,13,40,60,"C1","Populus nigra","Light",2,0.827,0.862,0.725,0.959396751740139,5,"Populus nigra_5"
"982",982,13,35,15,"C1","Populus nigra","Light",2,0.813,0.837,0.776,0.971326164874552,5,"Populus nigra_5"
"983",983,13,56,5,"C1","Populus nigra","Light",2,0,0.836,0,0,5,"Populus nigra_5"
"984",984,13,40,5,"C1","Populus nigra","Light",2,0.805,0.841,0.797,0.957193816884661,5,"Populus nigra_5"
"985",985,13,30,120,"C1","Populus nigra","Light",2,0.808,0.845,0.765,0.956213017751479,5,"Populus nigra_5"
"986",986,13,40,15,"C1","Populus nigra","Light",2,0.781,0.804,0.692,0.971393034825871,5,"Populus nigra_5"
"987",987,13,30,15,"C1","Populus nigra","Light",2,0.829,0.863,0.806,0.960602549246813,5,"Populus nigra_5"
"988",988,14,30,30,"C2","Eucalyptus pauciflora","Light",2,0.794,0.814,0.747,0.975429975429976,6,"Eucalyptus pauciflora_6"
"989",989,14,35,15,"C2","Eucalyptus pauciflora","Light",2,0.785,0.83,0.741,0.945783132530121,6,"Eucalyptus pauciflora_6"
"990",990,14,48,15,"C2","Eucalyptus pauciflora","Light",2,0,0.826,0,0,6,"Eucalyptus pauciflora_6"
"991",991,14,56,15,"C2","Eucalyptus pauciflora","Light",2,0,0.838,0,0,6,"Eucalyptus pauciflora_6"
"992",992,14,40,5,"C2","Eucalyptus pauciflora","Light",2,0.77,0.831,0.797,0.926594464500602,6,"Eucalyptus pauciflora_6"
"993",993,14,30,120,"C2","Eucalyptus pauciflora","Light",2,0.672,0.824,0.618,0.815533980582524,6,"Eucalyptus pauciflora_6"
"994",994,14,40,60,"C2","Eucalyptus pauciflora","Light",2,0.795,0.856,0.704,0.928738317757009,6,"Eucalyptus pauciflora_6"
"995",995,14,40,15,"C2","Eucalyptus pauciflora","Light",2,0.748,0.802,0.72,0.932668329177057,6,"Eucalyptus pauciflora_6"
"996",996,14,52,5,"C2","Eucalyptus pauciflora","Light",2,0,0.83,0.157,0,6,"Eucalyptus pauciflora_6"
"997",997,14,48,120,"C2","Eucalyptus pauciflora","Light",2,0,0.844,0,0,6,"Eucalyptus pauciflora_6"
"998",998,14,35,30,"C2","Eucalyptus pauciflora","Light",2,0.801,0.839,0.798,0.954707985697259,6,"Eucalyptus pauciflora_6"
"999",999,14,35,5,"C2","Eucalyptus pauciflora","Light",2,0.799,NA,0.829,NA,6,"Eucalyptus pauciflora_6"
"1000",1000,14,30,15,"C2","Eucalyptus pauciflora","Light",2,0.79,0.859,0.776,0.919674039580908,6,"Eucalyptus pauciflora_6"
"1001",1001,14,56,5,"C2","Eucalyptus pauciflora","Light",2,0,0.816,0,0,6,"Eucalyptus pauciflora_6"
"1002",1002,14,52,60,"C2","Eucalyptus pauciflora","Light",2,0,0.83,0,0,6,"Eucalyptus pauciflora_6"
"1003",1003,15,56,15,"C3","Lomandra longifolia","Light",2,0,0.814,0.097,0,7,"Lomandra longifolia_7"
"1004",1004,15,30,30,"C3","Lomandra longifolia","Light",2,0.759,0.817,0.695,0.929008567931457,7,"Lomandra longifolia_7"
"1005",1005,15,40,60,"C3","Lomandra longifolia","Light",2,0.746,0.821,0.592,0.908647990255786,7,"Lomandra longifolia_7"
"1006",1006,15,35,15,"C3","Lomandra longifolia","Light",2,0.71,0.784,0.665,0.905612244897959,7,"Lomandra longifolia_7"
"1007",1007,15,40,5,"C3","Lomandra longifolia","Light",2,0.692,0.712,0.657,0.97191011235955,7,"Lomandra longifolia_7"
"1008",1008,15,48,15,"C3","Lomandra longifolia","Light",2,0.658,0.794,0.5,0.828715365239295,7,"Lomandra longifolia_7"
"1009",1009,15,52,5,"C3","Lomandra longifolia","Light",2,0.372,0.785,0.392,0.473885350318471,7,"Lomandra longifolia_7"
"1010",1010,15,35,30,"C3","Lomandra longifolia","Light",2,0.75,0.798,0.724,0.93984962406015,7,"Lomandra longifolia_7"
"1011",1011,15,48,120,"C3","Lomandra longifolia","Light",2,0,0.807,0,0,7,"Lomandra longifolia_7"
"1012",1012,15,30,15,"C3","Lomandra longifolia","Light",2,0.75,0.823,0.691,0.911300121506683,7,"Lomandra longifolia_7"
"1013",1013,15,56,5,"C3","Lomandra longifolia","Light",2,0,0.802,0,0,7,"Lomandra longifolia_7"
"1014",1014,15,30,120,"C3","Lomandra longifolia","Light",2,0.669,0.783,0.604,0.854406130268199,7,"Lomandra longifolia_7"
"1015",1015,15,52,60,"C3","Lomandra longifolia","Light",2,0,0.791,0,0,7,"Lomandra longifolia_7"
"1016",1016,15,40,15,"C3","Lomandra longifolia","Light",2,0.755,0.756,0.7,0.998677248677249,7,"Lomandra longifolia_7"
"1017",1017,15,35,5,"C3","Lomandra longifolia","Light",2,0.817,NA,0.792,NA,7,"Lomandra longifolia_7"
"1018",1018,16,56,15,"C4","Lomandra longifolia","Light",2,0,0.816,0.079,0,8,"Lomandra longifolia_8"
"1019",1019,16,30,30,"C4","Lomandra longifolia","Light",2,0.702,0.802,0.627,0.875311720698254,8,"Lomandra longifolia_8"
"1020",1020,16,35,15,"C4","Lomandra longifolia","Light",2,0.758,0.814,0.674,0.931203931203931,8,"Lomandra longifolia_8"
"1021",1021,16,40,5,"C4","Lomandra longifolia","Light",2,0.717,0.804,0.717,0.891791044776119,8,"Lomandra longifolia_8"
"1022",1022,16,52,60,"C4","Lomandra longifolia","Light",2,0.039,0.815,0,0.0478527607361963,8,"Lomandra longifolia_8"
"1023",1023,16,40,60,"C4","Lomandra longifolia","Light",2,0.692,0.825,0.579,0.838787878787879,8,"Lomandra longifolia_8"
"1024",1024,16,35,30,"C4","Lomandra longifolia","Light",2,0.738,0.803,0.717,0.919053549190535,8,"Lomandra longifolia_8"
"1025",1025,16,52,5,"C4","Lomandra longifolia","Light",2,0.307,0.774,0.479,0.396640826873385,8,"Lomandra longifolia_8"
"1026",1026,16,48,15,"C4","Lomandra longifolia","Light",2,0.629,0.788,0.256,0.798223350253807,8,"Lomandra longifolia_8"
"1027",1027,16,56,5,"C4","Lomandra longifolia","Light",2,0,0.794,0,0,8,"Lomandra longifolia_8"
"1028",1028,16,48,120,"C4","Lomandra longifolia","Light",2,0.221,0.792,0,0.279040404040404,8,"Lomandra longifolia_8"
"1029",1029,16,30,120,"C4","Lomandra longifolia","Light",2,0.61,0.778,0.55,0.784061696658098,8,"Lomandra longifolia_8"
"1030",1030,16,40,15,"C4","Lomandra longifolia","Light",2,0.756,0.776,0.709,0.974226804123711,8,"Lomandra longifolia_8"
"1031",1031,16,30,15,"C4","Lomandra longifolia","Light",2,0.708,0.804,0.668,0.880597014925373,8,"Lomandra longifolia_8"
"1032",1032,16,35,5,"C4","Lomandra longifolia","Light",2,0.806,NA,0.784,NA,8,"Lomandra longifolia_8"
"1033",1033,17,35,15,"C5","Lomandra longifolia","Light",2,0.738,0.796,0.682,0.92713567839196,9,"Lomandra longifolia_9"
"1034",1034,17,30,120,"C5","Lomandra longifolia","Light",2,0.695,0.814,0.617,0.853808353808354,9,"Lomandra longifolia_9"
"1035",1035,17,35,30,"C5","Lomandra longifolia","Light",2,0.777,0.832,0.743,0.933894230769231,9,"Lomandra longifolia_9"
"1036",1036,17,30,30,"C5","Lomandra longifolia","Light",2,0.729,0.772,0.655,0.944300518134715,9,"Lomandra longifolia_9"
"1037",1037,17,56,5,"C5","Lomandra longifolia","Light",2,0,0.798,0,0,9,"Lomandra longifolia_9"
"1038",1038,17,48,120,"C5","Lomandra longifolia","Light",2,0.223,0.809,0,0.275648949320148,9,"Lomandra longifolia_9"
"1039",1039,17,40,60,"C5","Lomandra longifolia","Light",2,0.734,0.824,0.601,0.890776699029126,9,"Lomandra longifolia_9"
"1040",1040,17,48,15,"C5","Lomandra longifolia","Light",2,0.443,0.787,0.17,0.56289707750953,9,"Lomandra longifolia_9"
"1041",1041,17,40,5,"C5","Lomandra longifolia","Light",2,0.743,0.799,0.734,0.92991239048811,9,"Lomandra longifolia_9"
"1042",1042,17,35,5,"C5","Lomandra longifolia","Light",2,0.791,NA,0.771,NA,9,"Lomandra longifolia_9"
"1043",1043,17,40,15,"C5","Lomandra longifolia","Light",2,0.718,0.77,0.662,0.932467532467532,9,"Lomandra longifolia_9"
"1044",1044,17,30,15,"C5","Lomandra longifolia","Light",2,0.776,0.834,0.736,0.930455635491607,9,"Lomandra longifolia_9"
"1045",1045,17,52,5,"C5","Lomandra longifolia","Light",2,0.341,0.793,0.418,0.430012610340479,9,"Lomandra longifolia_9"
"1046",1046,17,56,15,"C5","Lomandra longifolia","Light",2,0,0.809,0.081,0,9,"Lomandra longifolia_9"
"1047",1047,17,52,60,"C5","Lomandra longifolia","Light",2,0,0.8,0,0,9,"Lomandra longifolia_9"
"1048",1048,18,35,30,"C6","Eucalyptus pauciflora","Light",2,0.764,0.842,0.757,0.907363420427553,10,"Eucalyptus pauciflora_10"
"1049",1049,18,48,120,"C6","Eucalyptus pauciflora","Light",2,0.252,0.843,0.077,0.298932384341637,10,"Eucalyptus pauciflora_10"
"1050",1050,18,35,15,"C6","Eucalyptus pauciflora","Light",2,0.765,0.834,0.711,0.91726618705036,10,"Eucalyptus pauciflora_10"
"1051",1051,18,48,15,"C6","Eucalyptus pauciflora","Light",2,0,0.829,0,0,10,"Eucalyptus pauciflora_10"
"1052",1052,18,40,60,"C6","Eucalyptus pauciflora","Light",2,0.782,0.862,0.639,0.907192575406032,10,"Eucalyptus pauciflora_10"
"1053",1053,18,52,5,"C6","Eucalyptus pauciflora","Light",2,0,0.832,0.115,0,10,"Eucalyptus pauciflora_10"
"1054",1054,18,30,120,"C6","Eucalyptus pauciflora","Light",2,0.678,0.82,0.67,0.826829268292683,10,"Eucalyptus pauciflora_10"
"1055",1055,18,56,5,"C6","Eucalyptus pauciflora","Light",2,0,0.815,0,0,10,"Eucalyptus pauciflora_10"
"1056",1056,18,35,5,"C6","Eucalyptus pauciflora","Light",2,0.738,NA,0.799,NA,10,"Eucalyptus pauciflora_10"
"1057",1057,18,30,30,"C6","Eucalyptus pauciflora","Light",2,0.771,0.819,0.772,0.941391941391941,10,"Eucalyptus pauciflora_10"
"1058",1058,18,56,15,"C6","Eucalyptus pauciflora","Light",2,0,0.838,0,0,10,"Eucalyptus pauciflora_10"
"1059",1059,18,30,15,"C6","Eucalyptus pauciflora","Light",2,0.767,0.851,0.776,0.901292596944771,10,"Eucalyptus pauciflora_10"
"1060",1060,18,40,15,"C6","Eucalyptus pauciflora","Light",2,0.774,0.824,0.701,0.939320388349515,10,"Eucalyptus pauciflora_10"
"1061",1061,18,40,5,"C6","Eucalyptus pauciflora","Light",2,0.722,0.838,0.804,0.861575178997613,10,"Eucalyptus pauciflora_10"
"1062",1062,18,52,60,"C6","Eucalyptus pauciflora","Light",2,0,0.839,0,0,10,"Eucalyptus pauciflora_10"
"1063",1063,19,48,120,"D1","Eucalyptus pauciflora","Light",2,0,0.84,0,0,11,"Eucalyptus pauciflora_11"
"1064",1064,19,30,120,"D1","Eucalyptus pauciflora","Light",2,0.751,0.824,0.644,0.911407766990291,11,"Eucalyptus pauciflora_11"
"1065",1065,19,35,30,"D1","Eucalyptus pauciflora","Light",2,0.805,0.835,0.808,0.964071856287425,11,"Eucalyptus pauciflora_11"
"1066",1066,19,56,15,"D1","Eucalyptus pauciflora","Light",2,0,0.835,0,0,11,"Eucalyptus pauciflora_11"
"1067",1067,19,35,15,"D1","Eucalyptus pauciflora","Light",2,0.753,0.829,0.722,0.90832328106152,11,"Eucalyptus pauciflora_11"
"1068",1068,19,56,5,"D1","Eucalyptus pauciflora","Light",2,0,0.807,0,0,11,"Eucalyptus pauciflora_11"
"1069",1069,19,48,15,"D1","Eucalyptus pauciflora","Light",2,0.242,0.831,0,0.291215403128761,11,"Eucalyptus pauciflora_11"
"1070",1070,19,30,30,"D1","Eucalyptus pauciflora","Light",2,0.769,0.818,0.746,0.940097799511002,11,"Eucalyptus pauciflora_11"
"1071",1071,19,40,15,"D1","Eucalyptus pauciflora","Light",2,0.79,0.798,0.698,0.989974937343358,11,"Eucalyptus pauciflora_11"
"1072",1072,19,40,5,"D1","Eucalyptus pauciflora","Light",2,0.786,0.832,0.805,0.944711538461539,11,"Eucalyptus pauciflora_11"
"1073",1073,19,35,5,"D1","Eucalyptus pauciflora","Light",2,0.777,NA,0.821,NA,11,"Eucalyptus pauciflora_11"
"1074",1074,19,40,60,"D1","Eucalyptus pauciflora","Light",2,0.802,0.848,0.677,0.945754716981132,11,"Eucalyptus pauciflora_11"
